INPUT:text	INPUT:word	INPUT:pronoun	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted
Герберт взбежал по лестнице наверх и посмотрел вниз на Патрика. Оттуда он уже не мог докинуть в него грязной тряпкой, потому что так далеко бросить её был не в состоянии.	Патрика	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b2feced1c06c1a9c417	000271bf80--64ef36280308d50982a5a926	000271bf80--64ef3b2feced1c06c1a9c417	000271bf80--64ef3b2feced1c06c1a9c415	371c8d301a5aa76621f9e933e7ed0e52	APPROVED	2023-08-30T12:50:55.420	2023-08-30T12:51:32.262	2023-08-30T12:51:32.262
Женя постучала в дверь Даше, но никто не отозвался. Она расстроилась.	Женя	Она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b2feced1c06c1a9c417	000271bf80--64ef36132409351a10c5f65c	000271bf80--64ef3b2feced1c06c1a9c417	000271bf80--64ef3b2feced1c06c1a9c415	371c8d301a5aa76621f9e933e7ed0e52	APPROVED	2023-08-30T12:50:55.420	2023-08-30T12:51:32.262	2023-08-30T12:51:32.262
Пассажиры волновались, глядя в окна экипажа, и ждали помощников шерифа, Олаф надеялся, что они вот-вот приедут, но не тут-то было.	помощников шерифа	они	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b2feced1c06c1a9c417	000271bf80--64ef36290308d50982a5a944	000271bf80--64ef3b2feced1c06c1a9c417	000271bf80--64ef3b2feced1c06c1a9c415	371c8d301a5aa76621f9e933e7ed0e52	APPROVED	2023-08-30T12:50:55.420	2023-08-30T12:51:32.262	2023-08-30T12:51:32.262
Последний день настал. Завтра Нелл нужно было уходить. Мама внесла домой ее новый чемодан.	Мама	ее	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b302b730f4b1a5e49ad	000271bf80--64ef36260308d50982a5a771	000271bf80--64ef3b302b730f4b1a5e49ad	000271bf80--64ef3b302b730f4b1a5e49a2	bca6dc4a812c177e3dd842981830fece	APPROVED	2023-08-30T12:50:56.207	2023-08-30T12:51:42.580	2023-08-30T12:51:42.580
Герберт взбежал по лестнице наверх и посмотрел вниз на Патрика. Оттуда он уже не мог докинуть в него грязной тряпкой, потому что так далеко бросить её был не в состоянии.	Патрика	он	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b302b730f4b1a5e49ad	000271bf80--64ef36280308d50982a5a926	000271bf80--64ef3b302b730f4b1a5e49ad	000271bf80--64ef3b302b730f4b1a5e49a2	bca6dc4a812c177e3dd842981830fece	APPROVED	2023-08-30T12:50:56.207	2023-08-30T12:51:42.580	2023-08-30T12:51:42.580
Я уверен, что на моем плане будет отмечен этот дом. Он очень подробный.	плане	Он	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b302b730f4b1a5e49ad	000271bf80--64ef36132409351a10c5f668	000271bf80--64ef3b302b730f4b1a5e49ad	000271bf80--64ef3b302b730f4b1a5e49a2	bca6dc4a812c177e3dd842981830fece	APPROVED	2023-08-30T12:50:56.207	2023-08-30T12:51:42.580	2023-08-30T12:51:42.580
Рик воспитывал своего гигантского щенка, Рока, в совершенно спартанском духе, ему не разрешалось приносить его в комнату, так как в зубах у него он выглядел беспомощным.	Рока	ему	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b31a72cf018a32c78da	000271bf80--64ef36270308d50982a5a8be	000271bf80--64ef3b31a72cf018a32c78da	000271bf80--64ef3b31a72cf018a32c78d8	2768c5e21b99cd4a1ac047651687fa88	APPROVED	2023-08-30T12:50:57.208	2023-08-30T12:51:58.636	2023-08-30T12:51:58.636
Последний день настал. Завтра Нелл нужно было уходить. Мама внесла домой ее новый чемодан.	Мама	ее	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b31a72cf018a32c78da	000271bf80--64ef36260308d50982a5a771	000271bf80--64ef3b31a72cf018a32c78da	000271bf80--64ef3b31a72cf018a32c78d8	2768c5e21b99cd4a1ac047651687fa88	APPROVED	2023-08-30T12:50:57.208	2023-08-30T12:51:58.636	2023-08-30T12:51:58.636
Мадонна уволила свою инструкторшу, потому что ее раздражал ее парень.	Мадонна	ее парень	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b31a72cf018a32c78da	000271bf80--64ef36132409351a10c5f652	000271bf80--64ef3b31a72cf018a32c78da	000271bf80--64ef3b31a72cf018a32c78d8	2768c5e21b99cd4a1ac047651687fa88	APPROVED	2023-08-30T12:50:57.208	2023-08-30T12:51:58.636	2023-08-30T12:51:58.636
Последний день настал. Завтра Нелл нужно было уходить. Мама внесла домой ее новый чемодан.	Мама	ее	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b324990a07004febcc3	000271bf80--64ef36260308d50982a5a771	000271bf80--64ef3b324990a07004febcc3	000271bf80--64ef3b324990a07004febcc1	5d8726f6d2e56e0e4b7b8524a7ce88c3	APPROVED	2023-08-30T12:50:58.213	2023-08-30T12:51:47.504	2023-08-30T12:51:47.504
Видел я эти занятия на природе. Жалкое зрелище! Параллельные прямые не пересекаются, твердят дети на уроке, они следуют на равном расстоянии друг от друга на всём своём протяжении.	Параллельные прямые	они	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b324990a07004febcc3	000271bf80--64ef36290308d50982a5a954	000271bf80--64ef3b324990a07004febcc3	000271bf80--64ef3b324990a07004febcc1	5d8726f6d2e56e0e4b7b8524a7ce88c3	APPROVED	2023-08-30T12:50:58.213	2023-08-30T12:51:47.504	2023-08-30T12:51:47.504
Раньше Ларри всегда помогал папе с его работой. Но он не мог помочь ему сейчас, потому что папа сказал, что его босс в железнодорожной компании не хочет, чтобы кто-либо, кроме него, работал в офисе.	Ларри	он	false	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b324990a07004febcc3	000271bf80--64ef36132409351a10c5f658	000271bf80--64ef3b324990a07004febcc3	000271bf80--64ef3b324990a07004febcc1	5d8726f6d2e56e0e4b7b8524a7ce88c3	APPROVED	2023-08-30T12:50:58.213	2023-08-30T12:51:47.504	2023-08-30T12:51:47.504
Последний день настал. Завтра Нелл нужно было уходить. Мама внесла домой ее новый чемодан.	Мама	ее	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b324990a07004febd0f	000271bf80--64ef36260308d50982a5a771	000271bf80--64ef3b324990a07004febd0f	000271bf80--64ef3b324990a07004febd03	e6c20b846fc3a7a029cc303a40ed3e67	APPROVED	2023-08-30T12:50:58.841	2023-08-30T12:52:03.422	2023-08-30T12:52:03.422
Клэр не могла выиграть ни единого очка, играя с Лизой в сквош сегодня днем. Она была просто измотана.	Лизой	Она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b324990a07004febd0f	000271bf80--64ef36270308d50982a5a848	000271bf80--64ef3b324990a07004febd0f	000271bf80--64ef3b324990a07004febd03	e6c20b846fc3a7a029cc303a40ed3e67	APPROVED	2023-08-30T12:50:58.841	2023-08-30T12:52:03.422	2023-08-30T12:52:03.422
Элис отчаянно пыталась не дать своей дочери лаять по-собачьи на вечеринке. Мы не могли понять, почему она так странно себя ведет.	дочери	она	false	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b324990a07004febd0f	000271bf80--64ef36132409351a10c5f66a	000271bf80--64ef3b324990a07004febd0f	000271bf80--64ef3b324990a07004febd03	e6c20b846fc3a7a029cc303a40ed3e67	APPROVED	2023-08-30T12:50:58.841	2023-08-30T12:52:03.422	2023-08-30T12:52:03.422
Раньше Ларри всегда помогал папе с его работой. Но он не мог помочь ему сейчас, потому что папа сказал, что его босс в железнодорожной компании не хочет, чтобы кто-либо, кроме него, работал в офисе.	Ларри	он	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b32fd2be161870fd6af	000271bf80--64ef36132409351a10c5f658	000271bf80--64ef3b32fd2be161870fd6af	000271bf80--64ef3b32fd2be161870fd6aa	ba47b93866cb4acca5e818c36373f967	APPROVED	2023-08-30T12:50:58.104	2023-08-30T12:56:12.341	2023-08-30T12:56:12.341
Народ из Гавани говорил, что бабушка содержала свой дом в такой чистоте, что вы могли провести по полу чистым носовым платком, и он не стал бы грязным.	дом	он	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b32fd2be161870fd6af	000271bf80--64ef36260308d50982a5a7b6	000271bf80--64ef3b32fd2be161870fd6af	000271bf80--64ef3b32fd2be161870fd6aa	ba47b93866cb4acca5e818c36373f967	APPROVED	2023-08-30T12:50:58.104	2023-08-30T12:56:12.341	2023-08-30T12:56:12.341
Хотя Диккенс, как говорят, помог Коллинзу развить характер Мэтта Грайса, он, вероятно, основан на «Кожаном чулке» из романов Джеймса Фенимора Купера.	Коллинзу	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b32fd2be161870fd6af	000271bf80--64ef36260308d50982a5a7eb	000271bf80--64ef3b32fd2be161870fd6af	000271bf80--64ef3b32fd2be161870fd6aa	ba47b93866cb4acca5e818c36373f967	APPROVED	2023-08-30T12:50:58.104	2023-08-30T12:56:12.341	2023-08-30T12:56:12.341
Ривз свалился в погреб, и его темнота поразила его.	Ривз	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b334990a07004febd2a	000271bf80--64ef36270308d50982a5a8c6	000271bf80--64ef3b334990a07004febd2a	000271bf80--64ef3b334990a07004febd28	b8131cada535d1467a140f3249d7dc03	APPROVED	2023-08-30T12:50:59.124	2023-08-30T12:51:28.969	2023-08-30T12:51:28.969
Мадонна уволила свою инструкторшу, потому что ее раздражал ее парень.	Мадонна	ее парень	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b334990a07004febd2a	000271bf80--64ef36132409351a10c5f652	000271bf80--64ef3b334990a07004febd2a	000271bf80--64ef3b334990a07004febd28	b8131cada535d1467a140f3249d7dc03	APPROVED	2023-08-30T12:50:59.124	2023-08-30T12:51:28.969	2023-08-30T12:51:28.969
Бабушка уже выбрала местечко для Мэри; и едва миссис Уайман уселась, она настойчиво потянула ее к нему.	Бабушка	она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b334990a07004febd2a	000271bf80--64ef36260308d50982a5a7bc	000271bf80--64ef3b334990a07004febd2a	000271bf80--64ef3b334990a07004febd28	b8131cada535d1467a140f3249d7dc03	APPROVED	2023-08-30T12:50:59.124	2023-08-30T12:51:28.969	2023-08-30T12:51:28.969
Видел я эти занятия на природе. Жалкое зрелище! Параллельные прямые не пересекаются, твердят дети на уроке, они следуют на равном расстоянии друг от друга на всём своём протяжении.	Параллельные прямые	они	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b33648b7249242b0a0f	000271bf80--64ef36290308d50982a5a954	000271bf80--64ef3b33648b7249242b0a0f	000271bf80--64ef3b33648b7249242b0a05	a6a3a90499c6636c07d5c29a2321584f	APPROVED	2023-08-30T12:50:59.697	2023-08-30T12:51:39.964	2023-08-30T12:51:39.964
Хотя Диккенс, как говорят, помог Коллинзу развить характер Мэтта Грайса, он, вероятно, основан на «Кожаном чулке» из романов Джеймса Фенимора Купера.	Коллинзу	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b33648b7249242b0a0f	000271bf80--64ef36260308d50982a5a7eb	000271bf80--64ef3b33648b7249242b0a0f	000271bf80--64ef3b33648b7249242b0a05	a6a3a90499c6636c07d5c29a2321584f	APPROVED	2023-08-30T12:50:59.697	2023-08-30T12:51:39.964	2023-08-30T12:51:39.964
Многие начинали читать книги Пола и не могли оторваться. Они были так захвачены потому, что Пол так хорошо пишет.	Многие	Они	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b33648b7249242b0a0f	000271bf80--64ef36132409351a10c5f64a	000271bf80--64ef3b33648b7249242b0a0f	000271bf80--64ef3b33648b7249242b0a05	a6a3a90499c6636c07d5c29a2321584f	APPROVED	2023-08-30T12:50:59.697	2023-08-30T12:51:39.964	2023-08-30T12:51:39.964
Хотя Диккенс, как говорят, помог Коллинзу развить характер Мэтта Грайса, он, вероятно, основан на «Кожаном чулке» из романов Джеймса Фенимора Купера.	Коллинзу	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b336d429a13b4bc58a3	000271bf80--64ef36260308d50982a5a7eb	000271bf80--64ef3b336d429a13b4bc58a3	000271bf80--64ef3b336d429a13b4bc589e	4bdba4413665f26ccf57647a8429fff7	APPROVED	2023-08-30T12:50:59.073	2023-08-30T12:52:06.141	2023-08-30T12:52:06.141
Народ из Гавани говорил, что бабушка содержала свой дом в такой чистоте, что вы могли провести по полу чистым носовым платком, и он не стал бы грязным.	дом	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b336d429a13b4bc58a3	000271bf80--64ef36260308d50982a5a7b6	000271bf80--64ef3b336d429a13b4bc58a3	000271bf80--64ef3b336d429a13b4bc589e	4bdba4413665f26ccf57647a8429fff7	APPROVED	2023-08-30T12:50:59.073	2023-08-30T12:52:06.141	2023-08-30T12:52:06.141
Смотри! Рыбка плывет прямо под уткой! Ей бы лучше уплыть в безопасное место!	уткой	Ей	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b336d429a13b4bc58a3	000271bf80--64ef36132409351a10c5f660	000271bf80--64ef3b336d429a13b4bc58a3	000271bf80--64ef3b336d429a13b4bc589e	4bdba4413665f26ccf57647a8429fff7	APPROVED	2023-08-30T12:50:59.073	2023-08-30T12:52:06.141	2023-08-30T12:52:06.141
Герберт взбежал по лестнице наверх и посмотрел вниз на Патрика. Оттуда он уже не мог докинуть в него грязной тряпкой, потому что так далеко бросить её был не в состоянии.	Патрика	он	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b35894bcc2572970b8a	000271bf80--64ef36280308d50982a5a926	000271bf80--64ef3b35894bcc2572970b8a	000271bf80--64ef3b35894bcc2572970b88	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:51:01.095	2023-08-30T12:51:56.183	2023-08-30T12:51:56.183
Ривз свалился в погреб, и его темнота поразила его.	Ривз	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b35894bcc2572970b8a	000271bf80--64ef36270308d50982a5a8c6	000271bf80--64ef3b35894bcc2572970b8a	000271bf80--64ef3b35894bcc2572970b88	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:51:01.095	2023-08-30T12:51:56.183	2023-08-30T12:51:56.183
Женя постучала в дверь Даше, но никто не отозвался. Она расстроилась.	Женя	Она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b35894bcc2572970b8a	000271bf80--64ef36132409351a10c5f65c	000271bf80--64ef3b35894bcc2572970b8a	000271bf80--64ef3b35894bcc2572970b88	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:51:01.095	2023-08-30T12:51:56.183	2023-08-30T12:51:56.183
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	портрет	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b37648b7249242b0ad5	000271bf80--64ef36270308d50982a5a86e	000271bf80--64ef3b37648b7249242b0ad5	000271bf80--64ef3b37648b7249242b0ac5	5505b74c62b61586d78afef01f3b765f	APPROVED	2023-08-30T12:51:03.305	2023-08-30T12:52:34.848	2023-08-30T12:52:34.848
Хотя Диккенс, как говорят, помог Коллинзу развить характер Мэтта Грайса, он, вероятно, основан на «Кожаном чулке» из романов Джеймса Фенимора Купера.	Коллинзу	он	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b37648b7249242b0ad5	000271bf80--64ef36260308d50982a5a7eb	000271bf80--64ef3b37648b7249242b0ad5	000271bf80--64ef3b37648b7249242b0ac5	5505b74c62b61586d78afef01f3b765f	APPROVED	2023-08-30T12:51:03.305	2023-08-30T12:52:34.848	2023-08-30T12:52:34.848
Я уверен, что на моем плане будет отмечен этот дом. Он очень подробный.	плане	Он	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b37648b7249242b0ad5	000271bf80--64ef36132409351a10c5f668	000271bf80--64ef3b37648b7249242b0ad5	000271bf80--64ef3b37648b7249242b0ac5	5505b74c62b61586d78afef01f3b765f	APPROVED	2023-08-30T12:51:03.305	2023-08-30T12:52:34.848	2023-08-30T12:52:34.848
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	портрет	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b376d429a13b4bc59f6	000271bf80--64ef36270308d50982a5a86e	000271bf80--64ef3b376d429a13b4bc59f6	000271bf80--64ef3b376d429a13b4bc59f4	35baf94ad6b47572fc28deeb2faf4d34	APPROVED	2023-08-30T12:51:03.651	2023-08-30T12:52:34.087	2023-08-30T12:52:34.087
Когда копьё достигло цели и Гавейн упал, раненый, на траву, Карлу из Карлайла показалось, что сердце его остановилось, но это была лишь минутная слабость, и он подъехал посмотреть, что с упавшим рыцарем.	Гавейн	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b376d429a13b4bc59f6	000271bf80--64ef36290308d50982a5a960	000271bf80--64ef3b376d429a13b4bc59f6	000271bf80--64ef3b376d429a13b4bc59f4	35baf94ad6b47572fc28deeb2faf4d34	APPROVED	2023-08-30T12:51:03.651	2023-08-30T12:52:34.087	2023-08-30T12:52:34.087
Элис отчаянно пыталась не дать своей дочери болтать на вечеринке. Мы не могли понять, почему она так странно себя ведет.	дочери	она	true	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b376d429a13b4bc59f6	000271bf80--64ef36132409351a10c5f64e	000271bf80--64ef3b376d429a13b4bc59f6	000271bf80--64ef3b376d429a13b4bc59f4	35baf94ad6b47572fc28deeb2faf4d34	APPROVED	2023-08-30T12:51:03.651	2023-08-30T12:52:34.087	2023-08-30T12:52:34.087
Смотри! Рыбка плывет прямо под уткой! Ей бы лучше уплыть в безопасное место!	уткой	Ей	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b37aaabce4287363ed8	000271bf80--64ef36132409351a10c5f660	000271bf80--64ef3b37aaabce4287363ed8	000271bf80--64ef3b37aaabce4287363ed4	6da0c04f86fd3b7d3abde9e6900c3cd8	APPROVED	2023-08-30T12:51:03.465	2023-08-30T12:52:04.731	2023-08-30T12:52:04.731
Пассажиры волновались, глядя в окна экипажа, и ждали помощников шерифа, Олаф надеялся, что они вот-вот приедут, но не тут-то было.	помощников шерифа	они	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b37aaabce4287363ed8	000271bf80--64ef36290308d50982a5a944	000271bf80--64ef3b37aaabce4287363ed8	000271bf80--64ef3b37aaabce4287363ed4	6da0c04f86fd3b7d3abde9e6900c3cd8	APPROVED	2023-08-30T12:51:03.465	2023-08-30T12:52:04.731	2023-08-30T12:52:04.731
Герберт взбежал по лестнице наверх и посмотрел вниз на Патрика. Оттуда он уже не мог докинуть в него грязной тряпкой, потому что так далеко бросить её был не в состоянии.	Патрика	он	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b37aaabce4287363ed8	000271bf80--64ef36280308d50982a5a926	000271bf80--64ef3b37aaabce4287363ed8	000271bf80--64ef3b37aaabce4287363ed4	6da0c04f86fd3b7d3abde9e6900c3cd8	APPROVED	2023-08-30T12:51:03.465	2023-08-30T12:52:04.731	2023-08-30T12:52:04.731
Ривз свалился в погреб, и его темнота поразила его.	Ривз	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b382b730f4b1a5e4ba4	000271bf80--64ef36270308d50982a5a8c6	000271bf80--64ef3b382b730f4b1a5e4ba4	000271bf80--64ef3b382b730f4b1a5e4ba1	3cd835429e2f4b840dd11037bd972922	APPROVED	2023-08-30T12:51:04.978	2023-08-30T12:51:50.810	2023-08-30T12:51:50.810
Билл передал Джону едва тронутую тарелку, потому что он был сыт.	Джону	он	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b382b730f4b1a5e4ba4	000271bf80--64ef36132409351a10c5f648	000271bf80--64ef3b382b730f4b1a5e4ba4	000271bf80--64ef3b382b730f4b1a5e4ba1	3cd835429e2f4b840dd11037bd972922	APPROVED	2023-08-30T12:51:04.978	2023-08-30T12:51:50.810	2023-08-30T12:51:50.810
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	портрет	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b382b730f4b1a5e4ba4	000271bf80--64ef36270308d50982a5a86e	000271bf80--64ef3b382b730f4b1a5e4ba4	000271bf80--64ef3b382b730f4b1a5e4ba1	3cd835429e2f4b840dd11037bd972922	APPROVED	2023-08-30T12:51:04.978	2023-08-30T12:51:50.810	2023-08-30T12:51:50.810
Элис отчаянно пыталась не дать своей дочери лаять по-собачьи на вечеринке. Мы не могли понять, почему она так странно себя ведет.	дочери	она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b38eced1c06c1a9c6e9	000271bf80--64ef36132409351a10c5f66a	000271bf80--64ef3b38eced1c06c1a9c6e9	000271bf80--64ef3b38eced1c06c1a9c6e7	91e4b0dc92b8d5527be4ea07ddbcd868	APPROVED	2023-08-30T12:51:04.777	2023-08-30T12:52:36.333	2023-08-30T12:52:36.333
Коткин описывает, как Лев Каменев, старый соредактор «Правды» Сталина, и Григорий Зиновьев, которые вместе со Сталиным и Каменевым сформировали правящую тройку во время последней болезни Ленина, были вытащены из их тюремных камер в 1936 году для встречи со Сталиным; он призвал их покаяться в память о старых временах.	Каменев	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b38eced1c06c1a9c6e9	000271bf80--64ef36260308d50982a5a7d7	000271bf80--64ef3b38eced1c06c1a9c6e9	000271bf80--64ef3b38eced1c06c1a9c6e7	91e4b0dc92b8d5527be4ea07ddbcd868	APPROVED	2023-08-30T12:51:04.777	2023-08-30T12:52:36.333	2023-08-30T12:52:36.333
Хотя Диккенс, как говорят, помог Коллинзу развить характер Мэтта Грайса, он, вероятно, основан на «Кожаном чулке» из романов Джеймса Фенимора Купера.	Коллинзу	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b38eced1c06c1a9c6e9	000271bf80--64ef36260308d50982a5a7eb	000271bf80--64ef3b38eced1c06c1a9c6e9	000271bf80--64ef3b38eced1c06c1a9c6e7	91e4b0dc92b8d5527be4ea07ddbcd868	APPROVED	2023-08-30T12:51:04.777	2023-08-30T12:52:36.333	2023-08-30T12:52:36.333
Коткин описывает, как Лев Каменев, старый соредактор «Правды» Сталина, и Григорий Зиновьев, которые вместе со Сталиным и Каменевым сформировали правящую тройку во время последней болезни Ленина, были вытащены из их тюремных камер в 1936 году для встречи со Сталиным; он призвал их покаяться в память о старых временах.	Каменев	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b3a11fcd81de5ccb849	000271bf80--64ef36260308d50982a5a7d7	000271bf80--64ef3b3a11fcd81de5ccb849	000271bf80--64ef3b3a11fcd81de5ccb846	2b5e931d46aa7aba010e7410ffb6a222	APPROVED	2023-08-30T12:51:06.556	2023-08-30T12:52:10.395	2023-08-30T12:52:10.395
У Мюриэль в бальном зале есть знаменитый портрет балерины. Она приобрела портрет, когда ей было тридцать.	Мюриэль	Она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b3a11fcd81de5ccb849	000271bf80--64ef36270308d50982a5a864	000271bf80--64ef3b3a11fcd81de5ccb849	000271bf80--64ef3b3a11fcd81de5ccb846	2b5e931d46aa7aba010e7410ffb6a222	APPROVED	2023-08-30T12:51:06.556	2023-08-30T12:52:10.395	2023-08-30T12:52:10.395
Элис отчаянно пыталась не дать своей дочери болтать на вечеринке. Мы не могли понять, почему она так странно себя ведет.	дочери	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b3a11fcd81de5ccb849	000271bf80--64ef36132409351a10c5f64e	000271bf80--64ef3b3a11fcd81de5ccb849	000271bf80--64ef3b3a11fcd81de5ccb846	2b5e931d46aa7aba010e7410ffb6a222	APPROVED	2023-08-30T12:51:06.556	2023-08-30T12:52:10.395	2023-08-30T12:52:10.395
У Мюриэль в бальном зале есть знаменитый портрет балерины. Она приобрела портрет, когда ей было тридцать.	Мюриэль	Она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b3d11fcd81de5ccb8d6	000271bf80--64ef36270308d50982a5a864	000271bf80--64ef3b3d11fcd81de5ccb8d6	000271bf80--64ef3b3c11fcd81de5ccb8d3	1ab3a6197a619059298bd9d7bfc474e3	APPROVED	2023-08-30T12:51:09.030	2023-08-30T12:51:58.468	2023-08-30T12:51:58.468
Бабушка уже выбрала местечко для Мэри; и едва миссис Уайман уселась, она настойчиво потянула ее к нему.	Бабушка	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b3d11fcd81de5ccb8d6	000271bf80--64ef36260308d50982a5a7bc	000271bf80--64ef3b3d11fcd81de5ccb8d6	000271bf80--64ef3b3c11fcd81de5ccb8d3	1ab3a6197a619059298bd9d7bfc474e3	APPROVED	2023-08-30T12:51:09.030	2023-08-30T12:51:58.468	2023-08-30T12:51:58.468
Билл передал Джону едва тронутую тарелку, потому что он был сыт.	Джону	он	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b3d11fcd81de5ccb8d6	000271bf80--64ef36132409351a10c5f648	000271bf80--64ef3b3d11fcd81de5ccb8d6	000271bf80--64ef3b3c11fcd81de5ccb8d3	1ab3a6197a619059298bd9d7bfc474e3	APPROVED	2023-08-30T12:51:09.030	2023-08-30T12:51:58.468	2023-08-30T12:51:58.468
Когда копьё достигло цели и Гавейн упал, раненый, на траву, Карлу из Карлайла показалось, что сердце его остановилось, но это была лишь минутная слабость, и он подъехал посмотреть, что с упавшим рыцарем.	Гавейн	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b3d6d429a13b4bc5b60	000271bf80--64ef36290308d50982a5a960	000271bf80--64ef3b3d6d429a13b4bc5b60	000271bf80--64ef3b3d6d429a13b4bc5b36	a76d53d2fc03e11d15cda7a7d671475f	APPROVED	2023-08-30T12:51:09.834	2023-08-30T12:52:09.068	2023-08-30T12:52:09.068
Элис отчаянно пыталась не дать своей дочери лаять по-собачьи на вечеринке. Мы не могли понять, почему она так странно себя ведет.	дочери	она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3b3d6d429a13b4bc5b60	000271bf80--64ef36132409351a10c5f66a	000271bf80--64ef3b3d6d429a13b4bc5b60	000271bf80--64ef3b3d6d429a13b4bc5b36	a76d53d2fc03e11d15cda7a7d671475f	APPROVED	2023-08-30T12:51:09.834	2023-08-30T12:52:09.068	2023-08-30T12:52:09.068
Народ из Гавани говорил, что бабушка содержала свой дом в такой чистоте, что вы могли провести по полу чистым носовым платком, и он не стал бы грязным.	дом	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3b3d6d429a13b4bc5b60	000271bf80--64ef36260308d50982a5a7b6	000271bf80--64ef3b3d6d429a13b4bc5b60	000271bf80--64ef3b3d6d429a13b4bc5b36	a76d53d2fc03e11d15cda7a7d671475f	APPROVED	2023-08-30T12:51:09.834	2023-08-30T12:52:09.068	2023-08-30T12:52:09.068
