INPUT:idx	INPUT:neutral_comment	INPUT:training_counter	OUTPUT:fluent	GOLDEN:fluent	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
29	сашок, проиграл последний бой	1843	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c861cc5c9f0725c34f64	00027db7ff--652c79685dae053080c93d1f	00027db7ff--6533c861cc5c9f0725c34f64	00027db7ff--6533c860cc5c9f0725c34f62	dad9b48bbbfca37b0210f8a857f875e0	APPROVED	2023-10-21T12:47:29.040	2023-10-21T12:47:54.995	2023-10-21T12:47:54.995	0.0300000000
40	Возле какого там 10августа ты где это прочитала	291	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c864aa3be772af4e1770	00027db7ff--652c79685dae053080c93d35	00027db7ff--6533c864aa3be772af4e1770	00027db7ff--6533c864aa3be772af4e176a	0200ee7961458a2840b986b8bdadc52b	APPROVED	2023-10-21T12:47:32.172	2023-10-21T12:47:54.500	2023-10-21T12:47:54.500	0.0300000000
31	эй вы..шавки которые меня называют...путиноидом..вам блядям ситуация с беларусью не о чем не говорит?а??	85	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6533c864aa3be772af4e1770	00027db7ff--652c78f64f14b96d9b218cd6	00027db7ff--6533c864aa3be772af4e1770	00027db7ff--6533c864aa3be772af4e176a	0200ee7961458a2840b986b8bdadc52b	APPROVED	2023-10-21T12:47:32.172	2023-10-21T12:47:54.500	2023-10-21T12:47:54.500	0.0300000000
715	тренируйся чаще!! только не скачи высоко !	749	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c864aa3be772af4e1770	00027db7ff--652c796c5dae053080c94287	00027db7ff--6533c864aa3be772af4e1770	00027db7ff--6533c864aa3be772af4e176a	0200ee7961458a2840b986b8bdadc52b	APPROVED	2023-10-21T12:47:32.172	2023-10-21T12:47:54.500	2023-10-21T12:47:54.500	0.0300000000
240	господи! зачем таким людям бог даёт детей, его бы самого наказать	2244	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c87caa3be772af4e20c5	00027db7ff--652c79695dae053080c93ec7	00027db7ff--6533c87caa3be772af4e20c5	00027db7ff--6533c87caa3be772af4e20c2	dad9b48bbbfca37b0210f8a857f875e0	APPROVED	2023-10-21T12:47:56.839	2023-10-21T12:48:20.012	2023-10-21T12:48:20.012	0.0300000000
42	Подстрекатель родину не любишь...	2740	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c87caa3be772af4e20c5	00027db7ff--652c79685dae053080c93d39	00027db7ff--6533c87caa3be772af4e20c5	00027db7ff--6533c87caa3be772af4e20c2	dad9b48bbbfca37b0210f8a857f875e0	APPROVED	2023-10-21T12:47:56.839	2023-10-21T12:48:20.012	2023-10-21T12:48:20.012	0.0300000000
20	дураков нет, этож чистая натура	256	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6533c87caa3be772af4e20c5	00027db7ff--652c78f64f14b96d9b218cc0	00027db7ff--6533c87caa3be772af4e20c5	00027db7ff--6533c87caa3be772af4e20c2	dad9b48bbbfca37b0210f8a857f875e0	APPROVED	2023-10-21T12:47:56.839	2023-10-21T12:48:20.012	2023-10-21T12:48:20.012	0.0300000000
403	Вот вам человек, которому Путин колено приклоненно возлагает цветы	2007	partly				https://platform.toloka.ai/task/41793535/00027db7ff--6533c88bcd3f8d3598978db3	00027db7ff--652c796a5dae053080c9400f	00027db7ff--6533c88bcd3f8d3598978db3	00027db7ff--6533c88bcd3f8d3598978daf	51b7e77b5c5fda49aa82964b3e36c3f4	APPROVED	2023-10-21T12:48:11.784	2023-10-21T12:49:03.745	2023-10-21T12:49:03.745	0.0300000000
715	тренируйся чаще!! только не скачи высоко !	749	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c88bcd3f8d3598978db3	00027db7ff--652c796c5dae053080c94287	00027db7ff--6533c88bcd3f8d3598978db3	00027db7ff--6533c88bcd3f8d3598978daf	51b7e77b5c5fda49aa82964b3e36c3f4	APPROVED	2023-10-21T12:48:11.784	2023-10-21T12:49:03.745	2023-10-21T12:49:03.745	0.0300000000
19	пукнул и сьебался.трус и быдло.	59	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6533c88bcd3f8d3598978db3	00027db7ff--652c78f64f14b96d9b218cbe	00027db7ff--6533c88bcd3f8d3598978db3	00027db7ff--6533c88bcd3f8d3598978daf	51b7e77b5c5fda49aa82964b3e36c3f4	APPROVED	2023-10-21T12:48:11.784	2023-10-21T12:49:03.745	2023-10-21T12:49:03.745	0.0300000000
71	и доебывал ее до тех пор пока она сука не взвыла, методов много..	11	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6533c8c0cc5c9f0725c364ba	00027db7ff--652c78f64f14b96d9b218d41	00027db7ff--6533c8c0cc5c9f0725c364ba	00027db7ff--6533c8c0cc5c9f0725c364b2	51b7e77b5c5fda49aa82964b3e36c3f4	APPROVED	2023-10-21T12:49:04.904	2023-10-21T12:51:25.925	2023-10-21T12:51:25.925	0.0300000000
353	И защищают его такие же люди как он	272	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c8c0cc5c9f0725c364ba	00027db7ff--652c796a5dae053080c93faa	00027db7ff--6533c8c0cc5c9f0725c364ba	00027db7ff--6533c8c0cc5c9f0725c364b2	51b7e77b5c5fda49aa82964b3e36c3f4	APPROVED	2023-10-21T12:49:04.904	2023-10-21T12:51:25.925	2023-10-21T12:51:25.925	0.0300000000
40	Возле какого там 10августа ты где это прочитала	291	no				https://platform.toloka.ai/task/41793535/00027db7ff--6533c8c0cc5c9f0725c364ba	00027db7ff--652c79685dae053080c93d35	00027db7ff--6533c8c0cc5c9f0725c364ba	00027db7ff--6533c8c0cc5c9f0725c364b2	51b7e77b5c5fda49aa82964b3e36c3f4	APPROVED	2023-10-21T12:49:04.904	2023-10-21T12:51:25.925	2023-10-21T12:51:25.925	0.0300000000
479	Отвяжись ,уже все всё забыли	2392	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c8cdaa3be772af4e3262	00027db7ff--652c796a5dae053080c940a7	00027db7ff--6533c8cdaa3be772af4e3262	00027db7ff--6533c8cdaa3be772af4e3260	a7a48e423b5d8b9179992dfc0e6173af	APPROVED	2023-10-21T12:49:17.244	2023-10-21T12:49:33.413	2023-10-21T12:49:33.413	0.0300000000
493	Подскажите пожалуйста чем он так плох? Поясняю: его ролики несут пропаганду феминизма	2624	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c8cdaa3be772af4e3262	00027db7ff--652c796a5dae053080c940c3	00027db7ff--6533c8cdaa3be772af4e3262	00027db7ff--6533c8cdaa3be772af4e3260	a7a48e423b5d8b9179992dfc0e6173af	APPROVED	2023-10-21T12:49:17.244	2023-10-21T12:49:33.413	2023-10-21T12:49:33.413	0.0300000000
64	https://ok.ru/profile/579040782312 этот человек провокатор!!!!!	332	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6533c8cdaa3be772af4e3262	00027db7ff--652c78f64f14b96d9b218d31	00027db7ff--6533c8cdaa3be772af4e3262	00027db7ff--6533c8cdaa3be772af4e3260	a7a48e423b5d8b9179992dfc0e6173af	APPROVED	2023-10-21T12:49:17.244	2023-10-21T12:49:33.413	2023-10-21T12:49:33.413	0.0300000000
62	это не наглость. это подлость! мерзавец папаколи.	321	no	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6533c8de984d520bfe0d4175	00027db7ff--652c78f64f14b96d9b218d2a	00027db7ff--6533c8de984d520bfe0d4175	00027db7ff--6533c8de984d520bfe0d4173	a7a48e423b5d8b9179992dfc0e6173af	APPROVED	2023-10-21T12:49:34.561	2023-10-21T12:49:52.478	2023-10-21T12:49:52.478	0.0300000000
353	И защищают его такие же люди как он	272	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c8de984d520bfe0d4175	00027db7ff--652c796a5dae053080c93faa	00027db7ff--6533c8de984d520bfe0d4175	00027db7ff--6533c8de984d520bfe0d4173	a7a48e423b5d8b9179992dfc0e6173af	APPROVED	2023-10-21T12:49:34.561	2023-10-21T12:49:52.478	2023-10-21T12:49:52.478	0.0300000000
403	Вот вам человек, которому Путин колено приклоненно возлагает цветы	2007	partly				https://platform.toloka.ai/task/41793535/00027db7ff--6533c8de984d520bfe0d4175	00027db7ff--652c796a5dae053080c9400f	00027db7ff--6533c8de984d520bfe0d4175	00027db7ff--6533c8de984d520bfe0d4173	a7a48e423b5d8b9179992dfc0e6173af	APPROVED	2023-10-21T12:49:34.561	2023-10-21T12:49:52.478	2023-10-21T12:49:52.478	0.0300000000
50	Ты думаешь один спешишь, а пистолет в задницу себе затолкай	307	partly	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6533c8f2cd3f8d359897a1a5	00027db7ff--652c78f64f14b96d9b218cfe	00027db7ff--6533c8f2cd3f8d359897a1a5	00027db7ff--6533c8f1cd3f8d359897a1a2	a7a48e423b5d8b9179992dfc0e6173af	APPROVED	2023-10-21T12:49:54.038	2023-10-21T12:51:22.537	2023-10-21T12:51:22.537	0.0300000000
40	Возле какого там 10августа ты где это прочитала	291	partly				https://platform.toloka.ai/task/41793535/00027db7ff--6533c8f2cd3f8d359897a1a5	00027db7ff--652c79685dae053080c93d35	00027db7ff--6533c8f2cd3f8d359897a1a5	00027db7ff--6533c8f1cd3f8d359897a1a2	a7a48e423b5d8b9179992dfc0e6173af	APPROVED	2023-10-21T12:49:54.038	2023-10-21T12:51:22.537	2023-10-21T12:51:22.537	0.0300000000
474	Их никогда не осудят,. Только с должности выгоняют и все	2254	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c8f2cd3f8d359897a1a5	00027db7ff--652c796a5dae053080c9409d	00027db7ff--6533c8f2cd3f8d359897a1a5	00027db7ff--6533c8f1cd3f8d359897a1a2	a7a48e423b5d8b9179992dfc0e6173af	APPROVED	2023-10-21T12:49:54.038	2023-10-21T12:51:22.537	2023-10-21T12:51:22.537	0.0300000000
467	иди на завод работать за 15 тысяч, под твои потребности как раз	972	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c901aa3be772af4e41dd	00027db7ff--652c796a5dae053080c9408f	00027db7ff--6533c901aa3be772af4e41dd	00027db7ff--6533c901aa3be772af4e41db	83c2a0cf0a90f5eac36c912111c17b25	APPROVED	2023-10-21T12:50:09.977	2023-10-21T12:50:45.790	2023-10-21T12:50:45.790	0.0300000000
282	еслиб ты жил в германии то не прятался под непонятно чем	2623	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c901aa3be772af4e41dd	00027db7ff--652c79695dae053080c93f1b	00027db7ff--6533c901aa3be772af4e41dd	00027db7ff--6533c901aa3be772af4e41db	83c2a0cf0a90f5eac36c912111c17b25	APPROVED	2023-10-21T12:50:09.977	2023-10-21T12:50:45.790	2023-10-21T12:50:45.790	0.0300000000
15	Каким же надо быть человеком чтобы поверить ему за фото	422	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6533c901aa3be772af4e41dd	00027db7ff--652c78f64f14b96d9b218cb6	00027db7ff--6533c901aa3be772af4e41dd	00027db7ff--6533c901aa3be772af4e41db	83c2a0cf0a90f5eac36c912111c17b25	APPROVED	2023-10-21T12:50:09.977	2023-10-21T12:50:45.790	2023-10-21T12:50:45.790	0.0300000000
493	Подскажите пожалуйста чем он так плох? Поясняю: его ролики несут пропаганду феминизма	2624	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c903cd3f8d359897a4b5	00027db7ff--652c796a5dae053080c940c3	00027db7ff--6533c903cd3f8d359897a4b5	00027db7ff--6533c903cd3f8d359897a4ad	557688bc32d7a6a7abe51341e27e28bd	APPROVED	2023-10-21T12:50:11.072	2023-10-21T12:50:35.377	2023-10-21T12:50:35.377	0.0320000000
19	пукнул и сьебался.трус и быдло.	59	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6533c903cd3f8d359897a4b5	00027db7ff--652c78f64f14b96d9b218cbe	00027db7ff--6533c903cd3f8d359897a4b5	00027db7ff--6533c903cd3f8d359897a4ad	557688bc32d7a6a7abe51341e27e28bd	APPROVED	2023-10-21T12:50:11.072	2023-10-21T12:50:35.377	2023-10-21T12:50:35.377	0.0320000000
353	И защищают его такие же люди как он	272	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c903cd3f8d359897a4b5	00027db7ff--652c796a5dae053080c93faa	00027db7ff--6533c903cd3f8d359897a4b5	00027db7ff--6533c903cd3f8d359897a4ad	557688bc32d7a6a7abe51341e27e28bd	APPROVED	2023-10-21T12:50:11.072	2023-10-21T12:50:35.377	2023-10-21T12:50:35.377	0.0320000000
61	пьяных водителей жестко наказывать	2827	no				https://platform.toloka.ai/task/41793535/00027db7ff--6533c918b8f31d22dd4c5afe	00027db7ff--652c79685dae053080c93d5f	00027db7ff--6533c918b8f31d22dd4c5afe	00027db7ff--6533c918b8f31d22dd4c5afb	2df15a61d0d56b7fdeb882fb7412d32a	APPROVED	2023-10-21T12:50:32.173	2023-10-21T12:51:33.584	2023-10-21T12:51:33.584	0.0300000000
65	Да я их уже изучил, мне на их мнение плевать, это быдлятино.	55	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6533c918b8f31d22dd4c5afe	00027db7ff--652c78f64f14b96d9b218d35	00027db7ff--6533c918b8f31d22dd4c5afe	00027db7ff--6533c918b8f31d22dd4c5afb	2df15a61d0d56b7fdeb882fb7412d32a	APPROVED	2023-10-21T12:50:32.173	2023-10-21T12:51:33.584	2023-10-21T12:51:33.584	0.0300000000
40	Возле какого там 10августа ты где это прочитала	291	partly				https://platform.toloka.ai/task/41793535/00027db7ff--6533c918b8f31d22dd4c5afe	00027db7ff--652c79685dae053080c93d35	00027db7ff--6533c918b8f31d22dd4c5afe	00027db7ff--6533c918b8f31d22dd4c5afb	2df15a61d0d56b7fdeb882fb7412d32a	APPROVED	2023-10-21T12:50:32.173	2023-10-21T12:51:33.584	2023-10-21T12:51:33.584	0.0300000000
63	ясен хуй!!!с какого он должен снижаться то...куда нахуй маски со своего заводика продавать будет!!!мрази!!!ни дна вам ни покрышки!!!ублюдки!!!	124	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6533c91cb8f31d22dd4c5be8	00027db7ff--652c78f64f14b96d9b218d2e	00027db7ff--6533c91cb8f31d22dd4c5be8	00027db7ff--6533c91cb8f31d22dd4c5be6	557688bc32d7a6a7abe51341e27e28bd	APPROVED	2023-10-21T12:50:36.746	2023-10-21T12:51:14.467	2023-10-21T12:51:14.467	0.0300000000
715	тренируйся чаще!! только не скачи высоко !	749	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c91cb8f31d22dd4c5be8	00027db7ff--652c796c5dae053080c94287	00027db7ff--6533c91cb8f31d22dd4c5be8	00027db7ff--6533c91cb8f31d22dd4c5be6	557688bc32d7a6a7abe51341e27e28bd	APPROVED	2023-10-21T12:50:36.746	2023-10-21T12:51:14.467	2023-10-21T12:51:14.467	0.0300000000
240	господи! зачем таким людям бог даёт детей, его бы самого наказать	2244	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c91cb8f31d22dd4c5be8	00027db7ff--652c79695dae053080c93ec7	00027db7ff--6533c91cb8f31d22dd4c5be8	00027db7ff--6533c91cb8f31d22dd4c5be6	557688bc32d7a6a7abe51341e27e28bd	APPROVED	2023-10-21T12:50:36.746	2023-10-21T12:51:14.467	2023-10-21T12:51:14.467	0.0300000000
493	Подскажите пожалуйста чем он так плох? Поясняю: его ролики несут пропаганду феминизма	2624	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c924704d1c18b4f0f4cc	00027db7ff--652c796a5dae053080c940c3	00027db7ff--6533c924704d1c18b4f0f4cc	00027db7ff--6533c924704d1c18b4f0f4c7	4dac3b86c9228843f1795e4a6feef0fa	APPROVED	2023-10-21T12:50:44.638	2023-10-21T12:51:08.923	2023-10-21T12:51:08.923	0.0320000000
3	ребята ,что все вымерли,что я один долбоеб остался.	258	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6533c924704d1c18b4f0f4cc	00027db7ff--652c78f64f14b96d9b218c9e	00027db7ff--6533c924704d1c18b4f0f4cc	00027db7ff--6533c924704d1c18b4f0f4c7	4dac3b86c9228843f1795e4a6feef0fa	APPROVED	2023-10-21T12:50:44.638	2023-10-21T12:51:08.923	2023-10-21T12:51:08.923	0.0320000000
238	Наше правительство издевается над пенсионерами	2582	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c924704d1c18b4f0f4cc	00027db7ff--652c79695dae053080c93ec3	00027db7ff--6533c924704d1c18b4f0f4cc	00027db7ff--6533c924704d1c18b4f0f4c7	4dac3b86c9228843f1795e4a6feef0fa	APPROVED	2023-10-21T12:50:44.638	2023-10-21T12:51:08.923	2023-10-21T12:51:08.923	0.0320000000
62	это не наглость. это подлость! мерзавец папаколи.	321	partly	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6533c927984d520bfe0d5b8c	00027db7ff--652c78f64f14b96d9b218d2a	00027db7ff--6533c927984d520bfe0d5b8c	00027db7ff--6533c927984d520bfe0d5b76	83c2a0cf0a90f5eac36c912111c17b25	APPROVED	2023-10-21T12:50:47.122	2023-10-21T12:51:24.052	2023-10-21T12:51:24.052	0.0300000000
641	в августе всех собрали	2960	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c927984d520bfe0d5b8c	00027db7ff--652c796b5dae053080c941f2	00027db7ff--6533c927984d520bfe0d5b8c	00027db7ff--6533c927984d520bfe0d5b76	83c2a0cf0a90f5eac36c912111c17b25	APPROVED	2023-10-21T12:50:47.122	2023-10-21T12:51:24.052	2023-10-21T12:51:24.052	0.0300000000
403	Вот вам человек, которому Путин колено приклоненно возлагает цветы	2007	partly				https://platform.toloka.ai/task/41793535/00027db7ff--6533c927984d520bfe0d5b8c	00027db7ff--652c796a5dae053080c9400f	00027db7ff--6533c927984d520bfe0d5b8c	00027db7ff--6533c927984d520bfe0d5b76	83c2a0cf0a90f5eac36c912111c17b25	APPROVED	2023-10-21T12:50:47.122	2023-10-21T12:51:24.052	2023-10-21T12:51:24.052	0.0300000000
467	иди на завод работать за 15 тысяч, под твои потребности как раз	972	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c93ecc5c9f0725c38d8e	00027db7ff--652c796a5dae053080c9408f	00027db7ff--6533c93ecc5c9f0725c38d8e	00027db7ff--6533c93ecc5c9f0725c38d8a	4dac3b86c9228843f1795e4a6feef0fa	APPROVED	2023-10-21T12:51:10.649	2023-10-21T12:51:38.094	2023-10-21T12:51:38.094	0.0300000000
115	Да не уберут её никуда, пока мы реагирует, им деньги идут	2821	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c93ecc5c9f0725c38d8e	00027db7ff--652c79685dae053080c93dcc	00027db7ff--6533c93ecc5c9f0725c38d8e	00027db7ff--6533c93ecc5c9f0725c38d8a	4dac3b86c9228843f1795e4a6feef0fa	APPROVED	2023-10-21T12:51:10.649	2023-10-21T12:51:38.094	2023-10-21T12:51:38.094	0.0300000000
12	если бы не мараторий, то стрелять таких уродов..	474	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6533c93ecc5c9f0725c38d8e	00027db7ff--652c78f64f14b96d9b218cb0	00027db7ff--6533c93ecc5c9f0725c38d8e	00027db7ff--6533c93ecc5c9f0725c38d8a	4dac3b86c9228843f1795e4a6feef0fa	APPROVED	2023-10-21T12:51:10.649	2023-10-21T12:51:38.094	2023-10-21T12:51:38.094	0.0300000000
338	надо было развернуться и задовить	458	partly				https://platform.toloka.ai/task/41793535/00027db7ff--6533c93f984d520bfe0d69c1	00027db7ff--652c796a5dae053080c93f8c	00027db7ff--6533c93f984d520bfe0d69c1	00027db7ff--6533c93f984d520bfe0d69ad	c699bcd5286779f4d46bd87f374987c7	APPROVED	2023-10-21T12:51:11.932	2023-10-21T12:51:32.668	2023-10-21T12:51:32.668	0.0300000000
42	Подстрекатель родину не любишь...	2740	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c93f984d520bfe0d69c1	00027db7ff--652c79685dae053080c93d39	00027db7ff--6533c93f984d520bfe0d69c1	00027db7ff--6533c93f984d520bfe0d69ad	c699bcd5286779f4d46bd87f374987c7	APPROVED	2023-10-21T12:51:11.932	2023-10-21T12:51:32.668	2023-10-21T12:51:32.668	0.0300000000
7	а все девушки драчут как и твоя	179	no	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6533c93f984d520bfe0d69c1	00027db7ff--652c78f64f14b96d9b218ca6	00027db7ff--6533c93f984d520bfe0d69c1	00027db7ff--6533c93f984d520bfe0d69ad	c699bcd5286779f4d46bd87f374987c7	APPROVED	2023-10-21T12:51:11.932	2023-10-21T12:51:32.668	2023-10-21T12:51:32.668	0.0300000000
338	надо было развернуться и задовить	458	partly				https://platform.toloka.ai/task/41793535/00027db7ff--6533c942b060d944af65aaae	00027db7ff--652c796a5dae053080c93f8c	00027db7ff--6533c942b060d944af65aaae	00027db7ff--6533c942b060d944af65aaa7	022b61ebb0af2b475d380317b2953247	APPROVED	2023-10-21T12:51:14.753	2023-10-21T12:51:40.883	2023-10-21T12:51:40.883	0.0300000000
115	Да не уберут её никуда, пока мы реагирует, им деньги идут	2821	no				https://platform.toloka.ai/task/41793535/00027db7ff--6533c942b060d944af65aaae	00027db7ff--652c79685dae053080c93dcc	00027db7ff--6533c942b060d944af65aaae	00027db7ff--6533c942b060d944af65aaa7	022b61ebb0af2b475d380317b2953247	APPROVED	2023-10-21T12:51:14.753	2023-10-21T12:51:40.883	2023-10-21T12:51:40.883	0.0300000000
61	Никто в днр и не собирается в вашу украину не бреши	54	partly	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6533c942b060d944af65aaae	00027db7ff--652c78f64f14b96d9b218d26	00027db7ff--6533c942b060d944af65aaae	00027db7ff--6533c942b060d944af65aaa7	022b61ebb0af2b475d380317b2953247	APPROVED	2023-10-21T12:51:14.753	2023-10-21T12:51:40.883	2023-10-21T12:51:40.883	0.0300000000
641	в августе всех собрали	2960	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c943704d1c18b4f0fa12	00027db7ff--652c796b5dae053080c941f2	00027db7ff--6533c943704d1c18b4f0fa12	00027db7ff--6533c943704d1c18b4f0fa10	557688bc32d7a6a7abe51341e27e28bd	APPROVED	2023-10-21T12:51:15.889	2023-10-21T12:51:34.819	2023-10-21T12:51:34.819	0.0300000000
70	Интересно как же будут переобуваться лукошенкинские? Вот посмотрим тогда что они петь будут?	407	partly	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6533c943704d1c18b4f0fa12	00027db7ff--652c78f64f14b96d9b218d3f	00027db7ff--6533c943704d1c18b4f0fa12	00027db7ff--6533c943704d1c18b4f0fa10	557688bc32d7a6a7abe51341e27e28bd	APPROVED	2023-10-21T12:51:15.889	2023-10-21T12:51:34.819	2023-10-21T12:51:34.819	0.0300000000
42	Подстрекатель родину не любишь...	2740	partly				https://platform.toloka.ai/task/41793535/00027db7ff--6533c943704d1c18b4f0fa12	00027db7ff--652c79685dae053080c93d39	00027db7ff--6533c943704d1c18b4f0fa12	00027db7ff--6533c943704d1c18b4f0fa10	557688bc32d7a6a7abe51341e27e28bd	APPROVED	2023-10-21T12:51:15.889	2023-10-21T12:51:34.819	2023-10-21T12:51:34.819	0.0300000000
715	тренируйся чаще!! только не скачи высоко !	749	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c94c704d1c18b4f0fbfe	00027db7ff--652c796c5dae053080c94287	00027db7ff--6533c94c704d1c18b4f0fbfe	00027db7ff--6533c94b704d1c18b4f0fbfa	a7a48e423b5d8b9179992dfc0e6173af	APPROVED	2023-10-21T12:51:24.066	2023-10-21T12:52:32.394	2023-10-21T12:52:32.394	0.0300000000
52	Ты уже у себя сделал все что мог, не суй свой нос в беларуссию	434	partly	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6533c94c704d1c18b4f0fbfe	00027db7ff--652c78f64f14b96d9b218d05	00027db7ff--6533c94c704d1c18b4f0fbfe	00027db7ff--6533c94b704d1c18b4f0fbfa	a7a48e423b5d8b9179992dfc0e6173af	APPROVED	2023-10-21T12:51:24.066	2023-10-21T12:52:32.394	2023-10-21T12:52:32.394	0.0300000000
470	А эти люди в халатах что хотели изобразить?	2685	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c94c704d1c18b4f0fbfe	00027db7ff--652c796a5dae053080c94095	00027db7ff--6533c94c704d1c18b4f0fbfe	00027db7ff--6533c94b704d1c18b4f0fbfa	a7a48e423b5d8b9179992dfc0e6173af	APPROVED	2023-10-21T12:51:24.066	2023-10-21T12:52:32.394	2023-10-21T12:52:32.394	0.0300000000
59	Да-а-а, с такими боевыми людьми Ебжен с революцией точно окальсонится.	303	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6533c94fb8f31d22dd4c65d4	00027db7ff--652c78f64f14b96d9b218d1f	00027db7ff--6533c94fb8f31d22dd4c65d4	00027db7ff--6533c94fb8f31d22dd4c65cf	51b7e77b5c5fda49aa82964b3e36c3f4	APPROVED	2023-10-21T12:51:27.284	2023-10-21T12:51:50.526	2023-10-21T12:51:50.526	0.0300000000
338	надо было развернуться и задовить	458	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c94fb8f31d22dd4c65d4	00027db7ff--652c796a5dae053080c93f8c	00027db7ff--6533c94fb8f31d22dd4c65d4	00027db7ff--6533c94fb8f31d22dd4c65cf	51b7e77b5c5fda49aa82964b3e36c3f4	APPROVED	2023-10-21T12:51:27.284	2023-10-21T12:51:50.526	2023-10-21T12:51:50.526	0.0300000000
470	А эти люди в халатах что хотели изобразить?	2685	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c94fb8f31d22dd4c65d4	00027db7ff--652c796a5dae053080c94095	00027db7ff--6533c94fb8f31d22dd4c65d4	00027db7ff--6533c94fb8f31d22dd4c65cf	51b7e77b5c5fda49aa82964b3e36c3f4	APPROVED	2023-10-21T12:51:27.284	2023-10-21T12:51:50.526	2023-10-21T12:51:50.526	0.0300000000
467	иди на завод работать за 15 тысяч, под твои потребности как раз	972	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c955dc8a332e619225d8	00027db7ff--652c796a5dae053080c9408f	00027db7ff--6533c955dc8a332e619225d8	00027db7ff--6533c955dc8a332e619225d4	2d5c6fe5b60d396ad724eaa1ad9e0d50	APPROVED	2023-10-21T12:51:33.683	2023-10-21T12:51:55.501	2023-10-21T12:51:55.501	0.0300000000
31	эй вы..шавки которые меня называют...путиноидом..вам блядям ситуация с беларусью не о чем не говорит?а??	85	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6533c955dc8a332e619225d8	00027db7ff--652c78f64f14b96d9b218cd6	00027db7ff--6533c955dc8a332e619225d8	00027db7ff--6533c955dc8a332e619225d4	2d5c6fe5b60d396ad724eaa1ad9e0d50	APPROVED	2023-10-21T12:51:33.683	2023-10-21T12:51:55.501	2023-10-21T12:51:55.501	0.0300000000
29	сашок, проиграл последний бой	1843	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6533c955dc8a332e619225d8	00027db7ff--652c79685dae053080c93d1f	00027db7ff--6533c955dc8a332e619225d8	00027db7ff--6533c955dc8a332e619225d4	2d5c6fe5b60d396ad724eaa1ad9e0d50	APPROVED	2023-10-21T12:51:33.683	2023-10-21T12:51:55.501	2023-10-21T12:51:55.501	0.0300000000
