INPUT:premise	INPUT:hypothesis	OUTPUT:answer	GOLDEN:answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
С чем связаны предстоящие досрочные парламентские выборы? - В этом году много событий произошло в политической жизни страны. Вы помните, что инициатива снизу пошла о том, чтобы провести референдум о продлении моих полномочий.	Инициатива снизу пошла о том, чтобы провести референдум о продлении моих полномочий.	1				https://platform.toloka.ai/task/42365874/00028673b2--6574bfbf4dbe102e6310ebe0	00028673b2--65661c992eae777d413cf0fc	00028673b2--6574bfbf4dbe102e6310ebe0	00028673b2--6574bfbf4dbe102e6310ebda	eee4dfea346e95fb7acdb8f566355255	APPROVED	2023-12-09T19:27:59.876	2023-12-09T19:30:14.764	2023-12-09T19:30:14.764	0.0300000000
Экспертный совет этим был удовлетворен, а руководство федерации считает, что радоваться рано.	Радоваться рано.	1	3			https://platform.toloka.ai/task/42365874/00028673b2--6574bfbf4dbe102e6310ebe0	00028673b2--65661c85a837516761fe51e9	00028673b2--6574bfbf4dbe102e6310ebe0	00028673b2--6574bfbf4dbe102e6310ebda	eee4dfea346e95fb7acdb8f566355255	APPROVED	2023-12-09T19:27:59.876	2023-12-09T19:30:14.764	2023-12-09T19:30:14.764	0.0300000000
Он требовал убрать с кровати прелые листья и еловый валежник. В помещении устоялся запах ладана, от него пошли мысли похоронах. Он надеялся на чудо.	С кровати убрали прелые листья и еловый валежник.	1	2			https://platform.toloka.ai/task/42365874/00028673b2--6574c04988b1a359b0f62c61	00028673b2--65661c84a837516761fe51d7	00028673b2--6574c04988b1a359b0f62c61	00028673b2--6574c04988b1a359b0f62c5e	eee4dfea346e95fb7acdb8f566355255	APPROVED	2023-12-09T19:30:17.766	2023-12-09T19:33:10.124	2023-12-09T19:33:10.124	0.0300000000
Все эти проблемы надо решать комплексно, поскольку, как мы видим, бедственное состояние правоохранительной системы и как следствие потеря управляемости в сфере борьбы с преступностью обусловлены множеством тесно друг с другом связанных причин. И возвращаясь к началу статьи. В дискуссии, какая система лучше для эффективного расследования дел, следует исходить из того, что прежде всего любая система должна строиться на принципе личной ответственности следователей за законность методов, используемых оперативниками для получения доказательств, а не на том, который господствует сегодня: разделяй и ни за что не отвечай.	Бедственное состояние правоохранительной системы и как следствие потеря управляемости в сфере борьбы с преступностью обусловлены множеством тесно друг с другом связанных причин.	1				https://platform.toloka.ai/task/42365874/00028673b2--6574c04988b1a359b0f62c61	00028673b2--65661c992eae777d413cf0be	00028673b2--6574c04988b1a359b0f62c61	00028673b2--6574c04988b1a359b0f62c5e	eee4dfea346e95fb7acdb8f566355255	APPROVED	2023-12-09T19:30:17.766	2023-12-09T19:33:10.124	2023-12-09T19:33:10.124	0.0300000000
"""Переговоры будут непростыми, мы идем на эти переговоры честно и искренне"", - сказал он на заседании кабинета министров."	Они идут на эти переговоры честно и искренне.	1				https://platform.toloka.ai/task/42365874/00028673b2--6574c04988b1a359b0f62c61	00028673b2--65661c982eae777d413cf048	00028673b2--6574c04988b1a359b0f62c61	00028673b2--6574c04988b1a359b0f62c5e	eee4dfea346e95fb7acdb8f566355255	APPROVED	2023-12-09T19:30:17.766	2023-12-09T19:33:10.124	2023-12-09T19:33:10.124	0.0300000000
Поверите, он даже спирт жрет! Все у него, сволочи, идет в дело. Он, таракан, считает, что для него госпиталь построен.	Госпиталь построен для таракана.	2				https://platform.toloka.ai/task/42365874/00028673b2--6574c75e4dbe102e63123495	00028673b2--65661c982eae777d413cf00f	00028673b2--6574c75e4dbe102e63123495	00028673b2--6574c75e4dbe102e63123490	019e929fedc24de0fcde80ae0c6e4dac	APPROVED	2023-12-09T20:00:30.777	2023-12-09T20:00:59.992	2023-12-09T20:00:59.992	0.0300000000
"В целом, по ее словам, проблема ПРО ""создана с нуля и является искусственной"". Она выразила надежду на скорое решение проблем ПРО. ""Я надеюсь, что скоро, у нас масса идей, как работать вместе в этой области "", - отметила она."	Проблемы ПРО будут скоро решены.	3				https://platform.toloka.ai/task/42365874/00028673b2--6574c75e4dbe102e63123495	00028673b2--65661c992eae777d413cf129	00028673b2--6574c75e4dbe102e63123495	00028673b2--6574c75e4dbe102e63123490	019e929fedc24de0fcde80ae0c6e4dac	APPROVED	2023-12-09T20:00:30.777	2023-12-09T20:00:59.992	2023-12-09T20:00:59.992	0.0300000000
– Сейчас, сейчас, – говорил дед, – мне тут уже немного.	Деду оставалось уже немного.	1	3			https://platform.toloka.ai/task/42365874/00028673b2--6574c75e4dbe102e63123495	00028673b2--65661c85a837516761fe51eb	00028673b2--6574c75e4dbe102e63123495	00028673b2--6574c75e4dbe102e63123490	019e929fedc24de0fcde80ae0c6e4dac	APPROVED	2023-12-09T20:00:30.777	2023-12-09T20:00:59.992	2023-12-09T20:00:59.992	0.0300000000
Зачем тебе его знать? В твоих ответах на мои вопросы я нашёл именно то, что искал. Ту единственную женщину, которая, я почти уверен, меня поймёт и полюбит и которую я пойму и полюблю.	Та единственная женщина меня поймет и полюбит и я пойму и полюблю ее.	1				https://platform.toloka.ai/task/42365874/00028673b2--6574ca18028ebc75b649cf72	00028673b2--65661c962eae777d413ceecd	00028673b2--6574ca18028ebc75b649cf72	00028673b2--6574ca18028ebc75b649cf6e	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:12:08.176	2023-12-09T20:12:53.023	2023-12-09T20:12:53.023	0.0300000000
Сообщается, что двое подозреваемых в совершении преступления арестованы.	Двое подозреваемых в совершении преступления арестованы.	1	1			https://platform.toloka.ai/task/42365874/00028673b2--6574ca18028ebc75b649cf72	00028673b2--65661c84a837516761fe51d9	00028673b2--6574ca18028ebc75b649cf72	00028673b2--6574ca18028ebc75b649cf6e	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:12:08.176	2023-12-09T20:12:53.023	2023-12-09T20:12:53.023	0.0300000000
"В целом, по ее словам, проблема ПРО ""создана с нуля и является искусственной"". Она выразила надежду на скорое решение проблем ПРО. ""Я надеюсь, что скоро, у нас масса идей, как работать вместе в этой области "", - отметила она."	Проблемы ПРО будут скоро решены.	3				https://platform.toloka.ai/task/42365874/00028673b2--6574ca18028ebc75b649cf72	00028673b2--65661c992eae777d413cf129	00028673b2--6574ca18028ebc75b649cf72	00028673b2--6574ca18028ebc75b649cf6e	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:12:08.176	2023-12-09T20:12:53.023	2023-12-09T20:12:53.023	0.0300000000
Его будут судить за взяточничество и злоупотребление служебным положением.	Его обвиняют во взяточничестве и злоупотреблении служебным положением.	1	1			https://platform.toloka.ai/task/42365874/00028673b2--6574ca46028ebc75b649d668	00028673b2--65661c85a837516761fe51ef	00028673b2--6574ca46028ebc75b649d668	00028673b2--6574ca46028ebc75b649d664	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:12:54.560	2023-12-09T20:14:04.627	2023-12-09T20:14:04.627	0.0300000000
Ругают богатых, злятся на всех. Ругают государство. Считают, что их обманули, никто им не говорил, что будет капитализм, они думали, что социализм начнут исправлять.	Они социализм начнут исправлять.	2				https://platform.toloka.ai/task/42365874/00028673b2--6574ca46028ebc75b649d668	00028673b2--65661c962eae777d413ceef7	00028673b2--6574ca46028ebc75b649d668	00028673b2--6574ca46028ebc75b649d664	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:12:54.560	2023-12-09T20:14:04.627	2023-12-09T20:14:04.627	0.0300000000
Поверите, он даже спирт жрет! Все у него, сволочи, идет в дело. Он, таракан, считает, что для него госпиталь построен.	Госпиталь построен для таракана.	2				https://platform.toloka.ai/task/42365874/00028673b2--6574ca46028ebc75b649d668	00028673b2--65661c982eae777d413cf00f	00028673b2--6574ca46028ebc75b649d668	00028673b2--6574ca46028ebc75b649d664	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:12:54.560	2023-12-09T20:14:04.627	2023-12-09T20:14:04.627	0.0300000000
"""Они не заслуживают жить на Земле"", - сказал он."	Они живут на Земле.	3	3			https://platform.toloka.ai/task/42365874/00028673b2--6574ca8ee121ea51c317d786	00028673b2--65661c85a837516761fe51f5	00028673b2--6574ca8ee121ea51c317d786	00028673b2--6574ca8ee121ea51c317d781	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:14:06.074	2023-12-09T20:14:48.127	2023-12-09T20:14:48.127	0.0300000000
С чем связаны предстоящие досрочные парламентские выборы? - В этом году много событий произошло в политической жизни страны. Вы помните, что инициатива снизу пошла о том, чтобы провести референдум о продлении моих полномочий.	Инициатива снизу пошла о том, чтобы провести референдум о продлении моих полномочий.	1				https://platform.toloka.ai/task/42365874/00028673b2--6574ca8ee121ea51c317d786	00028673b2--65661c992eae777d413cf0fc	00028673b2--6574ca8ee121ea51c317d786	00028673b2--6574ca8ee121ea51c317d781	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:14:06.074	2023-12-09T20:14:48.127	2023-12-09T20:14:48.127	0.0300000000
Принесла домой, выхаживала, не подозревая, что подвергает себя смертельной опасности.	, Она подвергла себя смертельной опасности.	1				https://platform.toloka.ai/task/42365874/00028673b2--6574ca8ee121ea51c317d786	00028673b2--65661c992eae777d413cf09e	00028673b2--6574ca8ee121ea51c317d786	00028673b2--6574ca8ee121ea51c317d781	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:14:06.074	2023-12-09T20:14:48.127	2023-12-09T20:14:48.127	0.0300000000
– А что, не похож? – сказал большой человек. Я вынужден был признать, что похож.	Большой человек был похож.	1				https://platform.toloka.ai/task/42365874/00028673b2--6574cab973a0455e01de32b0	00028673b2--65661c992eae777d413cf0d9	00028673b2--6574cab973a0455e01de32b0	00028673b2--6574cab973a0455e01de32ad	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:14:49.895	2023-12-09T20:15:28.853	2023-12-09T20:15:28.853	0.0300000000
– Ладно, забудь, я пошутила. – Странные у тебя шутки, – сказал я. – Нормальные, – сказала она.	Она умеет нормально шутить.	3	2			https://platform.toloka.ai/task/42365874/00028673b2--6574cab973a0455e01de32b0	00028673b2--65661c84a837516761fe51e5	00028673b2--6574cab973a0455e01de32b0	00028673b2--6574cab973a0455e01de32ad	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:14:49.895	2023-12-09T20:15:28.853	2023-12-09T20:15:28.853	0.0300000000
"Честно говоря, я не верил, что ""Знамя"" напечатает эту рецензию. И про себя махнул рукой. Вообще я считаю, что отрицательные рецензии писать нужно только в крайнем случае."	Отрицательные рецензии писать нужно только в крайнем случае.	1				https://platform.toloka.ai/task/42365874/00028673b2--6574cab973a0455e01de32b0	00028673b2--65661c982eae777d413cf036	00028673b2--6574cab973a0455e01de32b0	00028673b2--6574cab973a0455e01de32ad	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:14:49.895	2023-12-09T20:15:28.853	2023-12-09T20:15:28.853	0.0300000000
Мы можем работать, потому что нас считают нейтральными. Мы помогаем в конфликтах, в которых могут участвовать больше двух сторон. И нам доверяют, потому что нас считают нейтральной и независимой гуманитарной  организацией.	Наша гуманитарная организация нейтральна и независима.	1				https://platform.toloka.ai/task/42365874/00028673b2--6574cae54dbe102e6312bf73	00028673b2--65661c962eae777d413cef07	00028673b2--6574cae54dbe102e6312bf73	00028673b2--6574cae54dbe102e6312bf71	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:15:33.431	2023-12-09T20:16:03.568	2023-12-09T20:16:03.568	0.0300000000
— Если бы у меня был мел, я бы разрисовал им парадное, — сказал я, — первый раз вижу не разрисованное мелом парадное.	Первый раз парадное не разрисовано мелом.	2	3			https://platform.toloka.ai/task/42365874/00028673b2--6574cae54dbe102e6312bf73	00028673b2--65661c84a837516761fe51df	00028673b2--6574cae54dbe102e6312bf73	00028673b2--6574cae54dbe102e6312bf71	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:15:33.431	2023-12-09T20:16:03.568	2023-12-09T20:16:03.568	0.0300000000
"""Переговоры будут непростыми, мы идем на эти переговоры честно и искренне"", - сказал он на заседании кабинета министров."	Они идут на эти переговоры честно и искренне.	1				https://platform.toloka.ai/task/42365874/00028673b2--6574cae54dbe102e6312bf73	00028673b2--65661c982eae777d413cf048	00028673b2--6574cae54dbe102e6312bf73	00028673b2--6574cae54dbe102e6312bf71	edb156b9fdd6fa1100194273c2c909e0	APPROVED	2023-12-09T20:15:33.431	2023-12-09T20:16:03.568	2023-12-09T20:16:03.568	0.0300000000
Собеседник агентства пояснил, что существует международная практика, что, когда обвиняемый или подозреваемый по разным причинам не доступен для следствия другой страны, егодопрашивают следователи страны пребывания в присутствии представителей следствия, в производстве которого находится уголовное дело.	Существует международная практика, что, когда обвиняемый или подозреваемый по разным причинам не доступен для следствия другой страны, его допрашивают следователи страны пребывания в присутствии представителей следствия, в производстве которого находится уголовное дело.	1				https://platform.toloka.ai/task/42365874/00028673b2--6574e45688b1a359b0fbdf0d	00028673b2--65661c972eae777d413cef7a	00028673b2--6574e45688b1a359b0fbdf0d	00028673b2--6574e45688b1a359b0fbdf0b	019e929fedc24de0fcde80ae0c6e4dac	APPROVED	2023-12-09T22:04:06.429	2023-12-09T22:04:34.424	2023-12-09T22:04:34.424	0.0300000000
Отпал. — Тебе понравилось? Скажи мне, ты получил удовольствие, когда катался на моей девочке?	Он получил удовольствие, когда катался на моей девочке.	3				https://platform.toloka.ai/task/42365874/00028673b2--6574e45688b1a359b0fbdf0d	00028673b2--65661c982eae777d413cefc8	00028673b2--6574e45688b1a359b0fbdf0d	00028673b2--6574e45688b1a359b0fbdf0b	019e929fedc24de0fcde80ae0c6e4dac	APPROVED	2023-12-09T22:04:06.429	2023-12-09T22:04:34.424	2023-12-09T22:04:34.424	0.0300000000
Оцените свои возможности. Кому надо, сходите в туалет сейчас. Тем, у кого хронические заболевания - если нужна помощь, скажите об этом.	Им нужна помощь.	3	2			https://platform.toloka.ai/task/42365874/00028673b2--6574e45688b1a359b0fbdf0d	00028673b2--65661c85a837516761fe5201	00028673b2--6574e45688b1a359b0fbdf0d	00028673b2--6574e45688b1a359b0fbdf0b	019e929fedc24de0fcde80ae0c6e4dac	APPROVED	2023-12-09T22:04:06.429	2023-12-09T22:04:34.424	2023-12-09T22:04:34.424	0.0300000000
Ругают богатых, злятся на всех. Ругают государство. Считают, что их обманули, никто им не говорил, что будет капитализм, они думали, что социализм начнут исправлять.	Они социализм начнут исправлять.	3				https://platform.toloka.ai/task/42365874/00028673b2--657540f6e121ea51c3280b3d	00028673b2--65661c962eae777d413ceef7	00028673b2--657540f6e121ea51c3280b3d	00028673b2--657540f5e121ea51c3280b3b	70405a405d8e27097c221c0da4c9dcf3	APPROVED	2023-12-10T04:39:18.060	2023-12-10T04:40:29.094	2023-12-10T04:40:29.094	0.0300000000
"В целом, по ее словам, проблема ПРО ""создана с нуля и является искусственной"". Она выразила надежду на скорое решение проблем ПРО. ""Я надеюсь, что скоро, у нас масса идей, как работать вместе в этой области "", - отметила она."	Проблемы ПРО будут скоро решены.	3				https://platform.toloka.ai/task/42365874/00028673b2--657540f6e121ea51c3280b3d	00028673b2--65661c992eae777d413cf129	00028673b2--657540f6e121ea51c3280b3d	00028673b2--657540f5e121ea51c3280b3b	70405a405d8e27097c221c0da4c9dcf3	APPROVED	2023-12-10T04:39:18.060	2023-12-10T04:40:29.094	2023-12-10T04:40:29.094	0.0300000000
Тюменская кондитерская решила провести благотворительную акцию.	Тюменские кондитеры проведут благотворительную акцию.	1	1			https://platform.toloka.ai/task/42365874/00028673b2--657540f6e121ea51c3280b3d	00028673b2--65661c84a837516761fe51c9	00028673b2--657540f6e121ea51c3280b3d	00028673b2--657540f5e121ea51c3280b3b	70405a405d8e27097c221c0da4c9dcf3	APPROVED	2023-12-10T04:39:18.060	2023-12-10T04:40:29.094	2023-12-10T04:40:29.094	0.0300000000
Поверите, он даже спирт жрет! Все у него, сволочи, идет в дело. Он, таракан, считает, что для него госпиталь построен.	Госпиталь построен для таракана.	2				https://platform.toloka.ai/task/42365874/00028673b2--65755c326028e5595edef76e	00028673b2--65661c982eae777d413cf00f	00028673b2--65755c326028e5595edef76e	00028673b2--65755c326028e5595edef76b	1dafc69e9f895b9c5204782d7ba3d667	APPROVED	2023-12-10T06:35:30.612	2023-12-10T06:35:58.005	2023-12-10T06:35:58.005	0.0300000000
Этого не может быть. Связь прервана. А я говорю вам... Вы уверены, что это она?	Это она.	3	2			https://platform.toloka.ai/task/42365874/00028673b2--65755c326028e5595edef76e	00028673b2--65661c85a837516761fe51f3	00028673b2--65755c326028e5595edef76e	00028673b2--65755c326028e5595edef76b	1dafc69e9f895b9c5204782d7ba3d667	APPROVED	2023-12-10T06:35:30.612	2023-12-10T06:35:58.005	2023-12-10T06:35:58.005	0.0300000000
"Количество покидающих авиасалон людей превышает количество приезжающих. Турникеты на вход на территорию авиасалона практически свободны, - сообщает корреспондент. Он также отметил, что железнодорожная платформа ""Отдых"", на которую следует большинство уезжающих с авиасалона, переполнена людьми."	Турникеты на вход на территорию авиасалона практически свободны.	1				https://platform.toloka.ai/task/42365874/00028673b2--65755c326028e5595edef76e	00028673b2--65661c9a2eae777d413cf13e	00028673b2--65755c326028e5595edef76e	00028673b2--65755c326028e5595edef76b	1dafc69e9f895b9c5204782d7ba3d667	APPROVED	2023-12-10T06:35:30.612	2023-12-10T06:35:58.005	2023-12-10T06:35:58.005	0.0300000000
Поверите, он даже спирт жрет! Все у него, сволочи, идет в дело. Он, таракан, считает, что для него госпиталь построен.	Госпиталь построен для таракана.	1				https://platform.toloka.ai/task/42365874/00028673b2--657562ff6028e5595ee01818	00028673b2--65661c982eae777d413cf00f	00028673b2--657562ff6028e5595ee01818	00028673b2--657562ff6028e5595ee01814	d5410b032c938169c09e9b759335f66a	APPROVED	2023-12-10T07:04:31.554	2023-12-10T07:05:24.403	2023-12-10T07:05:24.403	0.0300000000
Положив алую кофточку поверх других подарков, медленно встаю со скамейки. Первый эмоциональный порыв прошел, и теперь я плохо понимаю, зачем мне нужно куда-то идти. Не говоря уже о напрасно потраченном времени и деньгах, сомнительной представляется сама затея.	Время и деньги потрачены напрасно.	1				https://platform.toloka.ai/task/42365874/00028673b2--657562ff6028e5595ee01818	00028673b2--65661c962eae777d413ceefc	00028673b2--657562ff6028e5595ee01818	00028673b2--657562ff6028e5595ee01814	d5410b032c938169c09e9b759335f66a	APPROVED	2023-12-10T07:04:31.554	2023-12-10T07:05:24.403	2023-12-10T07:05:24.403	0.0300000000
— А оттуда пешком. По Кузнецкому и далее. — Думаешь, все твои драгоценные книжные продолжают существовать?	Все твои драгоценные книжные продолжают существовать?	1	3			https://platform.toloka.ai/task/42365874/00028673b2--657562ff6028e5595ee01818	00028673b2--65661c84a837516761fe51cb	00028673b2--657562ff6028e5595ee01818	00028673b2--657562ff6028e5595ee01814	d5410b032c938169c09e9b759335f66a	APPROVED	2023-12-10T07:04:31.554	2023-12-10T07:05:24.403	2023-12-10T07:05:24.403	0.0300000000
"""Переговоры будут непростыми, мы идем на эти переговоры честно и искренне"", - сказал он на заседании кабинета министров."	Они идут на эти переговоры честно и искренне.	1				https://platform.toloka.ai/task/42365874/00028673b2--657578b2c8f9b35a09014452	00028673b2--65661c982eae777d413cf048	00028673b2--657578b2c8f9b35a09014452	00028673b2--657578b2c8f9b35a09014446	1dafc69e9f895b9c5204782d7ba3d667	APPROVED	2023-12-10T08:37:06.199	2023-12-10T08:37:33.967	2023-12-10T08:37:33.967	0.0300000000
Если соответствующий закон будет принят, каждый женатый мужчина в случае смерти своей супруги получит моральное и юридическое право получить сексуальное наслаждение в течение шести часов после ее кончины.	Каждый женатый мужчина в случае смерти своей супруги получит моральное и юридическое право получить сексуальное наслаждение в течение шести часов после ее кончины.	1				https://platform.toloka.ai/task/42365874/00028673b2--657578b2c8f9b35a09014452	00028673b2--65661c942eae777d413cedc2	00028673b2--657578b2c8f9b35a09014452	00028673b2--657578b2c8f9b35a09014446	1dafc69e9f895b9c5204782d7ba3d667	APPROVED	2023-12-10T08:37:06.199	2023-12-10T08:37:33.967	2023-12-10T08:37:33.967	0.0300000000
– Сейчас, сейчас, – говорил дед, – мне тут уже немного.	Деду оставалось уже немного.	1	3			https://platform.toloka.ai/task/42365874/00028673b2--657578b2c8f9b35a09014452	00028673b2--65661c85a837516761fe51eb	00028673b2--657578b2c8f9b35a09014452	00028673b2--657578b2c8f9b35a09014446	1dafc69e9f895b9c5204782d7ba3d667	APPROVED	2023-12-10T08:37:06.199	2023-12-10T08:37:33.967	2023-12-10T08:37:33.967	0.0300000000
"Честно говоря, я не верил, что ""Знамя"" напечатает эту рецензию. И про себя махнул рукой. Вообще я считаю, что отрицательные рецензии писать нужно только в крайнем случае."	Отрицательные рецензии писать нужно только в крайнем случае.	1				https://platform.toloka.ai/task/42365874/00028673b2--6575896de121ea51c33520e0	00028673b2--65661c982eae777d413cf036	00028673b2--6575896de121ea51c33520e0	00028673b2--6575896de121ea51c33520de	152411ce32595d0c82188e776c93c759	APPROVED	2023-12-10T09:48:29.651	2023-12-10T09:48:52.051	2023-12-10T09:48:52.051	0.0400000000
Экспертный совет этим был удовлетворен, а руководство федерации считает, что радоваться рано.	Радоваться рано.	3	3			https://platform.toloka.ai/task/42365874/00028673b2--6575896de121ea51c33520e0	00028673b2--65661c85a837516761fe51e9	00028673b2--6575896de121ea51c33520e0	00028673b2--6575896de121ea51c33520de	152411ce32595d0c82188e776c93c759	APPROVED	2023-12-10T09:48:29.651	2023-12-10T09:48:52.051	2023-12-10T09:48:52.051	0.0400000000
Отпал. — Тебе понравилось? Скажи мне, ты получил удовольствие, когда катался на моей девочке?	Он получил удовольствие, когда катался на моей девочке.	3				https://platform.toloka.ai/task/42365874/00028673b2--6575896de121ea51c33520e0	00028673b2--65661c982eae777d413cefc8	00028673b2--6575896de121ea51c33520e0	00028673b2--6575896de121ea51c33520de	152411ce32595d0c82188e776c93c759	APPROVED	2023-12-10T09:48:29.651	2023-12-10T09:48:52.051	2023-12-10T09:48:52.051	0.0400000000
Полицейские установили, что один из них решил вернуться обратно в центр за сигаретами. Злоумышленник оставшимся в квартире свидетелям пояснил, что потерпевший попросил его забрать забытый телефон. После чего подозреваемый скрылся и не выходил на связь.	Злоумышленник забрал забытый телефон.	2				https://platform.toloka.ai/task/42365874/00028673b2--65758985e121ea51c3352569	00028673b2--65661c952eae777d413ceded	00028673b2--65758985e121ea51c3352569	00028673b2--65758985e121ea51c3352560	152411ce32595d0c82188e776c93c759	APPROVED	2023-12-10T09:48:53.615	2023-12-10T09:49:20.157	2023-12-10T09:49:20.157	0.0400000000
И тут на меня нашло. Как помню, в первый раз жизни защемило сердце. Позже стал осознавать, что так проявляет себя моя тревожность.	Так проявляет себя моя тревожность.	1	1			https://platform.toloka.ai/task/42365874/00028673b2--65758985e121ea51c3352569	00028673b2--65661c84a837516761fe51e3	00028673b2--65758985e121ea51c3352569	00028673b2--65758985e121ea51c3352560	152411ce32595d0c82188e776c93c759	APPROVED	2023-12-10T09:48:53.615	2023-12-10T09:49:20.157	2023-12-10T09:49:20.157	0.0400000000
Положив алую кофточку поверх других подарков, медленно встаю со скамейки. Первый эмоциональный порыв прошел, и теперь я плохо понимаю, зачем мне нужно куда-то идти. Не говоря уже о напрасно потраченном времени и деньгах, сомнительной представляется сама затея.	Время и деньги потрачены напрасно.	1				https://platform.toloka.ai/task/42365874/00028673b2--65758985e121ea51c3352569	00028673b2--65661c962eae777d413ceefc	00028673b2--65758985e121ea51c3352569	00028673b2--65758985e121ea51c3352560	152411ce32595d0c82188e776c93c759	APPROVED	2023-12-10T09:48:53.615	2023-12-10T09:49:20.157	2023-12-10T09:49:20.157	0.0400000000
– Сейчас, сейчас, – говорил дед, – мне тут уже немного.	Деду оставалось уже немного.	1	3			https://platform.toloka.ai/task/42365874/00028673b2--657589a1028ebc75b66b7b51	00028673b2--65661c85a837516761fe51eb	00028673b2--657589a1028ebc75b66b7b51	00028673b2--657589a1028ebc75b66b7b4f	152411ce32595d0c82188e776c93c759	APPROVED	2023-12-10T09:49:21.508	2023-12-10T09:49:47.011	2023-12-10T09:49:47.011	0.0400000000
"""Тело отправлено на судебно-медицинскую экспертизу, причину смерти установит вскрытие"", - сказал собеседник."	Тело вскрывать не будут.	2				https://platform.toloka.ai/task/42365874/00028673b2--657589a1028ebc75b66b7b51	00028673b2--65661c942eae777d413ced4b	00028673b2--657589a1028ebc75b66b7b51	00028673b2--657589a1028ebc75b66b7b4f	152411ce32595d0c82188e776c93c759	APPROVED	2023-12-10T09:49:21.508	2023-12-10T09:49:47.011	2023-12-10T09:49:47.011	0.0400000000
Все эти проблемы надо решать комплексно, поскольку, как мы видим, бедственное состояние правоохранительной системы и как следствие потеря управляемости в сфере борьбы с преступностью обусловлены множеством тесно друг с другом связанных причин. И возвращаясь к началу статьи. В дискуссии, какая система лучше для эффективного расследования дел, следует исходить из того, что прежде всего любая система должна строиться на принципе личной ответственности следователей за законность методов, используемых оперативниками для получения доказательств, а не на том, который господствует сегодня: разделяй и ни за что не отвечай.	Бедственное состояние правоохранительной системы и как следствие потеря управляемости в сфере борьбы с преступностью обусловлены множеством тесно друг с другом связанных причин.	1				https://platform.toloka.ai/task/42365874/00028673b2--657589a1028ebc75b66b7b51	00028673b2--65661c992eae777d413cf0be	00028673b2--657589a1028ebc75b66b7b51	00028673b2--657589a1028ebc75b66b7b4f	152411ce32595d0c82188e776c93c759	APPROVED	2023-12-10T09:49:21.508	2023-12-10T09:49:47.011	2023-12-10T09:49:47.011	0.0400000000
Если соответствующий закон будет принят, каждый женатый мужчина в случае смерти своей супруги получит моральное и юридическое право получить сексуальное наслаждение в течение шести часов после ее кончины.	Каждый женатый мужчина в случае смерти своей супруги получит моральное и юридическое право получить сексуальное наслаждение в течение шести часов после ее кончины.	2				https://platform.toloka.ai/task/42365874/00028673b2--657589bc4dbe102e632f4db2	00028673b2--65661c942eae777d413cedc2	00028673b2--657589bc4dbe102e632f4db2	00028673b2--657589bc4dbe102e632f4dae	152411ce32595d0c82188e776c93c759	APPROVED	2023-12-10T09:49:48.343	2023-12-10T09:50:28.118	2023-12-10T09:50:28.118	0.0400000000
Мы не можем никак договориться по безвизовому режиму. Это просто смешно на самом деле. Я даже не понимаю, чем наши коллеги руководствуются, зачем?	Наши коллеги чем-то руководствуются.	2	3			https://platform.toloka.ai/task/42365874/00028673b2--657589bc4dbe102e632f4db2	00028673b2--65661c84a837516761fe51c7	00028673b2--657589bc4dbe102e632f4db2	00028673b2--657589bc4dbe102e632f4dae	152411ce32595d0c82188e776c93c759	APPROVED	2023-12-10T09:49:48.343	2023-12-10T09:50:28.118	2023-12-10T09:50:28.118	0.0400000000
Мы можем работать, потому что нас считают нейтральными. Мы помогаем в конфликтах, в которых могут участвовать больше двух сторон. И нам доверяют, потому что нас считают нейтральной и независимой гуманитарной  организацией.	Наша гуманитарная организация нейтральна и независима.	1				https://platform.toloka.ai/task/42365874/00028673b2--657589bc4dbe102e632f4db2	00028673b2--65661c962eae777d413cef07	00028673b2--657589bc4dbe102e632f4db2	00028673b2--657589bc4dbe102e632f4dae	152411ce32595d0c82188e776c93c759	APPROVED	2023-12-10T09:49:48.343	2023-12-10T09:50:28.118	2023-12-10T09:50:28.118	0.0400000000
