INPUT:replic	INPUT:answer_1	INPUT:answer_2	INPUT:target_group	OUTPUT:answer_output	GOLDEN:answer_output	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
Покажи этих самых няш. Может ты на трапов дрочишь. На пике няша?	Может ты на трапов дрочишь. Какая в жопу разница то? Они от баб только половыми органами отличаются.	А че ты так завелся? Поди сам очко любишь пощекотать волосатой сосиской, да хуи сосать по кругу, как шлюха подзаборная	лгбт	2				https://platform.toloka.ai/task/42002038/000280e676--654033b1f83f2e52cc78d622	000280e676--654025b149bf6d25f0b6ac84	000280e676--654033b1f83f2e52cc78d622	000280e676--654033b1f83f2e52cc78d620	9da1b49023716d3d84bb235cd1e910d1	APPROVED	2023-10-30T22:52:33.665	2023-10-30T22:52:59.674	2023-10-30T22:52:59.674	0.0320000000
Из-за тебя мувач дерьмо, пидрила инцельская.	Какого хера ты обвиняешь во всем меня?	Из-за тебя мувач дерьмо, пидрила инцельская. Не из-за меня, не гони, пупа.	лгбт	2				https://platform.toloka.ai/task/42002038/000280e676--654033b1f83f2e52cc78d622	000280e676--654025b049bf6d25f0b6ac0d	000280e676--654033b1f83f2e52cc78d622	000280e676--654033b1f83f2e52cc78d620	9da1b49023716d3d84bb235cd1e910d1	APPROVED	2023-10-30T22:52:33.665	2023-10-30T22:52:59.674	2023-10-30T22:52:59.674	0.0320000000
Разные мнения. В 19 веке сказали бы, что да. Сейчас западные нацики часто за один ислам выписывают из белых (как каких-нибудь боснийцев с албанцами).	Аахахах ну и хрень, я в такую дичь точно не поверю	"""Сейчас западные нацики""? Ебало чуркобеса представили?"	национальность	2				https://platform.toloka.ai/task/42002038/000280e676--654033b62d0f5e2757305a1b	000280e676--654025b049bf6d25f0b6abb3	000280e676--654033b62d0f5e2757305a1b	000280e676--654033b62d0f5e2757305a19	4c4133aeef5b4ac1092c735ede3147ac	APPROVED	2023-10-30T22:52:38.816	2023-10-30T22:52:52.866	2023-10-30T22:52:52.866	0.0290000000
"Смешно когда Цири приходит в Каэр Морхен, а там куча шлюх её возраста (актрисы), и Геральт такой ""эээээ какого хуя, цири увидит!!!!!!!"""	А Цири такая: - да пошло оно всё, и раздеваясь начинает перед всеми трясти жопой, соревнуясь с шалавами теми, а что ебало как раз подстать.	а она такая не знала, как мир работает. Ты че ее за дауна держишь	женщины	1	1			https://platform.toloka.ai/task/42002038/000280e676--654033b62d0f5e2757305a1b	000280e676--654025a02d0f5e27572ddcad	000280e676--654033b62d0f5e2757305a1b	000280e676--654033b62d0f5e2757305a19	4c4133aeef5b4ac1092c735ede3147ac	APPROVED	2023-10-30T22:52:38.816	2023-10-30T22:52:52.866	2023-10-30T22:52:52.866	0.0290000000
Сладкий дым и я в тумане хоуп этот сын бляди	привет тебе мама компьютер купила что ли? видел ты в полигонне писать начал я рад за тебя нищая дочка шлюхи	Мне рассказывали, что это один из самых противных видов дыма, сидишь как в ёбанном тумане из клубники	женщины	1				https://platform.toloka.ai/task/42002038/000280e676--654033b62d0f5e2757305a1b	000280e676--654025b049bf6d25f0b6aba7	000280e676--654033b62d0f5e2757305a1b	000280e676--654033b62d0f5e2757305a19	4c4133aeef5b4ac1092c735ede3147ac	APPROVED	2023-10-30T22:52:38.816	2023-10-30T22:52:52.866	2023-10-30T22:52:52.866	0.0290000000
человеческое мясо как наркотик, вызывает кайф и зависимость. Сколько человек ты уже съел? Я для себя интересуюсь, просто хочу разобраться.	А ты? Совсем уже ты пидор поехавший. О таком не пиздят. Ты явно пидор.	Не ел я никаких людей. О чем ты вообще говоришь? Обсуди это с кем-то другим.	другое	1				https://platform.toloka.ai/task/42002038/000280e676--654033c627259c5fb8da4c45	000280e676--654025b149bf6d25f0b6ac30	000280e676--654033c627259c5fb8da4c45	000280e676--654033c627259c5fb8da4c42	29ebfec710439ba9b996d502389b3907	APPROVED	2023-10-30T22:52:54.853	2023-10-30T22:53:52.588	2023-10-30T22:53:52.588	0.0320000000
второй системой виндовс и пользуются линуксом только по работе, если програмистами работают или серверомразями? Ты реально все проспал. Рабочая машина типичного современного программиста - макбук. Огромнейший вклад в оц за последние 10 лет сделали Фейсбук и Байду. Дальше продолжать смысла нет, ибо Я уже нахуй в гроб скоро лягу Привыкай к землице, и то верно.	Ну ты и экскурс в историю техобеспечения загнул! Теперь чувствую себя просвещённым и проснувшимсяЁЁЁ Про Байду, кстати, мог бы и попродолжать, вполне интересно. А в гроб лечь ещё успеешь, ещё только среда	“Привыкай к землице, и то верно”? Ты раньше сдохнешь мразь ебаная я лично в этом удостоверюсь сученыш, чтобы блядь сука больше не писал сюда, понял? Говноеб мелкий блядь, шщваль нахуй подзалупная.	другое	2				https://platform.toloka.ai/task/42002038/000280e676--654033c627259c5fb8da4c45	000280e676--654025af49bf6d25f0b6aaff	000280e676--654033c627259c5fb8da4c45	000280e676--654033c627259c5fb8da4c42	29ebfec710439ba9b996d502389b3907	APPROVED	2023-10-30T22:52:54.853	2023-10-30T22:53:52.588	2023-10-30T22:53:52.588	0.0320000000
"Ты траллишь ебанат? Довольно жирно. А если не тралишь, то знай:"" Аллах твой черт ебаный который будет выебан ,высушен, обоссан и съеден. И участь его разделит его бесовская орда из жидов, чурок и прочей падали."" И это истина, тварь ебаная, такая же истина как Солнце моё взойдёт утром и рассеет тьму. Грызите свои вены крысы ебаные, вешайтесь и душите своих выблядков сами ибо вы позавидуете мертвым, позавидуете чертям в аду. Умрите сами пока ещё можете."	"Ты траллишь ебанат? Довольно жирно. А если не тралишь, то знай:"" Аллах твой черт ебаный который будет выебан ,высушен, обоссан и съеден. И участь его разделит его бесовская орда из жидов, чурок и прочей падали."" И это истина, тварь ебаная, такая же истина как Солнце моё взойдёт утром и рассеет тьму. Грызите свои вены крысы ебаные, вешайтесь и душите своих выблядков сами ибо вы позавидуете мертвым, позавидуете чертям в аду. Умрите сами пока ещё можете."	твое ебаное мнение никто не спрашивал. Иди своему парню рассказывай про национальный вопрос пока отсасывать будешь, но потом не забудь, как хороший пидор, проглотить, а то в жопу зарядят	национальность	1	1			https://platform.toloka.ai/task/42002038/000280e676--654033c627259c5fb8da4c45	000280e676--654025a02d0f5e27572ddca5	000280e676--654033c627259c5fb8da4c45	000280e676--654033c627259c5fb8da4c42	29ebfec710439ba9b996d502389b3907	APPROVED	2023-10-30T22:52:54.853	2023-10-30T22:53:52.588	2023-10-30T22:53:52.588	0.0320000000
У хохлов азиатских генов побольше чем у русских	С хуя ли? Где хохлы успели поебаться с узкоглазыми? Ты смотрел вообще где Украина находится? Центр Европы в Карпатах.	Не стоит обращать внимание на оскорбления недостойных собеседников. Даже если они знают слово “гены”	национальность	1				https://platform.toloka.ai/task/42002038/000280e676--654033c7dc18ba1744e62543	000280e676--654025af49bf6d25f0b6aab7	000280e676--654033c7dc18ba1744e62543	000280e676--654033c7dc18ba1744e62541	cdcbfabf7e59d08c8a918fa8011df2da	APPROVED	2023-10-30T22:52:55.235	2023-10-30T22:53:28.099	2023-10-30T22:53:28.099	0.0320000000
перерезал бы горло обоим этим теоретикам, которые еще не соображают вообще что такое жизнь, живут в своем юношеском максимализме и считают свои мнения единственными верными конченные просто	я щас оторву тебе голову и в шею насру, чмо	они что ли реально не понимают, что мир не так просто устроен	другое	1				https://platform.toloka.ai/task/42002038/000280e676--654033c7dc18ba1744e62543	000280e676--654025b149bf6d25f0b6ac56	000280e676--654033c7dc18ba1744e62543	000280e676--654033c7dc18ba1744e62541	cdcbfabf7e59d08c8a918fa8011df2da	APPROVED	2023-10-30T22:52:55.235	2023-10-30T22:53:28.099	2023-10-30T22:53:28.099	0.0320000000
Дурак ты блядь, ну не понял я тебя. Я не вношу изменение в конструкцию. Чё тебе ещё надо? скажи если что по делу есть сказать. Поэтому я и создал тред, спросить, потому что сам может не догоняю. , а ты пидор. Ну подскажи если соображаешь	а ты пидор Нет, точно не я кек	разуй глаза даун и почитай инструкцию прежде чем сообщение на форум писать	лгбт	1	1			https://platform.toloka.ai/task/42002038/000280e676--654033c7dc18ba1744e62543	000280e676--654025a02d0f5e27572ddcc3	000280e676--654033c7dc18ba1744e62543	000280e676--654033c7dc18ba1744e62541	cdcbfabf7e59d08c8a918fa8011df2da	APPROVED	2023-10-30T22:52:55.235	2023-10-30T22:53:28.099	2023-10-30T22:53:28.099	0.0320000000
У хохлов азиатских генов побольше чем у русских	С хуя ли? Где хохлы успели поебаться с узкоглазыми? Ты смотрел вообще где Украина находится? Центр Европы в Карпатах.	Не стоит обращать внимание на оскорбления недостойных собеседников. Даже если они знают слово “гены”	национальность	1				https://platform.toloka.ai/task/42002038/000280e676--654033c82d0f5e2757305c12	000280e676--654025af49bf6d25f0b6aab7	000280e676--654033c82d0f5e2757305c12	000280e676--654033c82d0f5e2757305c10	7f95d47440aaa997a246d648ca568917	APPROVED	2023-10-30T22:52:56.584	2023-10-30T22:53:37.517	2023-10-30T22:53:37.517	0.0290000000
"Смешно когда Цири приходит в Каэр Морхен, а там куча шлюх её возраста (актрисы), и Геральт такой ""эээээ какого хуя, цири увидит!!!!!!!"""	А Цири такая: - да пошло оно всё, и раздеваясь начинает перед всеми трясти жопой, соревнуясь с шалавами теми, а что ебало как раз подстать.	а она такая не знала, как мир работает. Ты че ее за дауна держишь	женщины	1	1			https://platform.toloka.ai/task/42002038/000280e676--654033c82d0f5e2757305c12	000280e676--654025a02d0f5e27572ddcad	000280e676--654033c82d0f5e2757305c12	000280e676--654033c82d0f5e2757305c10	7f95d47440aaa997a246d648ca568917	APPROVED	2023-10-30T22:52:56.584	2023-10-30T22:53:37.517	2023-10-30T22:53:37.517	0.0290000000
а у нее откуда туфли ебанько с бошкой пробитой на которой вши ебутся не квоть меня свинообраз сумашедший	тогда я взял твои туфли вова , и разбил ей морду в кровь АЪХХААХАХХААХАХА ПРОСТО пилменивая дура !	Не завидуй, у каждой в гардеробе найдутся такие туфли, и не одна пара. Нужно же показать себя разной!	женщины	1				https://platform.toloka.ai/task/42002038/000280e676--654033c82d0f5e2757305c12	000280e676--654025b049bf6d25f0b6ac14	000280e676--654033c82d0f5e2757305c12	000280e676--654033c82d0f5e2757305c10	7f95d47440aaa997a246d648ca568917	APPROVED	2023-10-30T22:52:56.584	2023-10-30T22:53:37.517	2023-10-30T22:53:37.517	0.0290000000
тупое предложение использовать собачий анус вместо втулки Твой обоссаный кусок чугуния и эндурик имеют немного разные нагрузки на ось маятника, в курсе?	еще лучше использовать твой разработанный огромными нигерскими хуями анус в качестве втулки - прям ахуенно получится	пидораса не слушай он тупой наглухо отбитый дегенерат хохол - думает в своем маня мирке что тролит двач но на самом деле принимает уже десятую стую урины на свое тупое хохляцкое ебало	другое	1	2			https://platform.toloka.ai/task/42002038/000280e676--654033c8dc18ba1744e62556	000280e676--654025a02d0f5e27572ddcab	000280e676--654033c8dc18ba1744e62556	000280e676--654033c8dc18ba1744e62554	4c4133aeef5b4ac1092c735ede3147ac	APPROVED	2023-10-30T22:52:56.926	2023-10-30T22:53:39.586	2023-10-30T22:53:39.586	0.0320000000
"попытки пройти в политику просто банят? Дай угадаю, под ""пройти в политику"" ты понимаешь ""пройти в хохлы""? Вот люди лампово обсуждают интересную им тематику, и тут врываешься ТЫ и начинаешь разбрасывать направо и налево говно и боевые картиночки со свиньями и украинским флажком. Правильно делают, что банят."	Клоун, ты в тематике то давно был? Хохлы уже располхлись по всей борде и в любой тематике ты встретишь привычное хрюканье и посты про рашку парашку. И иэтих пидарасов нигде не банят, либо банят но они обходят бан, неважно, важно что админ борды тебе в рот ссыт, потому что ему постинг и продажа рекламы важнее, а мог бы просто закрыть доступ всем хохложопым айпишникам и на борде была бы тишина и покой.	Ну, не моя вина, что я принадлежу к своей национальности, и не твоя, что ты принадлежишь к твоей. Это ж не повод друг на друга бросаться, не? Что ты на меня взъелся без повода? Да, негодую, что банят по национальному признаку. Ты бы тоже на стену лез, если бы так банили тебя. Так что давай не будет разжигать, раздувать и вообще чадить, нефиг. Я против несправедливости, а не против твоей ламповой тематики, не путай	национальность	1				https://platform.toloka.ai/task/42002038/000280e676--654033c8dc18ba1744e62556	000280e676--654025af49bf6d25f0b6ab11	000280e676--654033c8dc18ba1744e62556	000280e676--654033c8dc18ba1744e62554	4c4133aeef5b4ac1092c735ede3147ac	APPROVED	2023-10-30T22:52:56.926	2023-10-30T22:53:39.586	2023-10-30T22:53:39.586	0.0320000000
"Еврей-атеист уважательно относится к своему реглигиозному соплеменнику, потому-что для них этнос превыше всего. Нет ничего важнее еврейства.В отличии от тупой срусни которые друг другу глотки грызут захлебываясь в визгах ""рряя ты жидохристианин"" ""рряя ты долбослав"" ""рряя ты манязычник"" и т.д."	Я эту песню слышу каждый раз, как кто-то поднимает национальный вопрос. Мне даже интересно, кончится когда-нибудь этот репит или нет. При этом мне правда пофигу, какого ты происхождения. Интереснее, поднимешься ли ты когда-нибудь выше этих разговоров или так на этом уровне и останешься	Во-во кстати, у русских так повелось давно, что если вражда в идеологии, то все, пиздец, готовы друг друга ебнуть, а у жидов похую. Это кстати связано с природной двойственностью натуры жидов, но хочу заметить что в немецких лагерях жиды коменданты своих же строили в бараках	национальность	2				https://platform.toloka.ai/task/42002038/000280e676--654033c8dc18ba1744e62556	000280e676--654025af49bf6d25f0b6aa99	000280e676--654033c8dc18ba1744e62556	000280e676--654033c8dc18ba1744e62554	4c4133aeef5b4ac1092c735ede3147ac	APPROVED	2023-10-30T22:52:56.926	2023-10-30T22:53:39.586	2023-10-30T22:53:39.586	0.0320000000
"Это не гражданская война, а агрессия соседнего государства, которая подняла ватных алкашей возрождать ""ВЕЛИКУЮ РОССИЮ"" и обосралась в итоге. А Крым он России боком вышел."	твое дайнское мнение также далеко от истины, как одна нога твоей мамаши от второй пока она узбеков обслуживает	"Хуйню не неси, долбаеб Не видел в сводках, что у нас была война с Украиной, вы ее сами придумали, чтобы оправдать свое бессилие против ""ватных алкашей"""	мужчины	2	2			https://platform.toloka.ai/task/42002038/000280e676--654033cddc18ba1744e625ca	000280e676--654025a02d0f5e27572ddcbf	000280e676--654033cddc18ba1744e625ca	000280e676--654033cddc18ba1744e625c8	9da1b49023716d3d84bb235cd1e910d1	APPROVED	2023-10-30T22:53:01.126	2023-10-30T22:53:35.847	2023-10-30T22:53:35.847	0.0320000000
Вайнахи кстати и белее всех дагестанцев - к ним готы еще во времена царя гороха поселились, а потом еще русские казаки регулярно в горы шли. На того же кадырова посмотреть - блондин с голубыми глазами, сбрить бороду и получится типичный русский ванька. Ну а даги совсем уж на какие-то горные гномы, на кого ни посмотришь.	в дагестане наоборот светлых больше, особенно среди даргинцев и аварцев, нахуй ты что-то изрыгаешь из себя, будучи несведущим?)0 представляю, кстати, какой уродец ты сам) открой лучше статистику со средним уровнем айсикью по стране Открыл, в дагестане без изменений - 89. эт кстати чуть выше у черных в америке, можете гордиться. возгордился тем, что 89 айсикью хозяева столицы рассеи	Это ещё ничего не доказывает. Я не сильно разбираюсь в истории Дагестана, но в логике твоих рассуждений не всё гладко. Впрочем, не мне осуждать предвзятость, у меня тоже не всё идеально с оценкой происходящего. Будем считать, что я примерно понял тебя, но согласиться с тобой с ходу не могу, дай подумать какое-то время. Мне кажется, мы что-то упускаем	мужчины	1				https://platform.toloka.ai/task/42002038/000280e676--654033cddc18ba1744e625ca	000280e676--654025af49bf6d25f0b6ab2b	000280e676--654033cddc18ba1744e625ca	000280e676--654033cddc18ba1744e625c8	9da1b49023716d3d84bb235cd1e910d1	APPROVED	2023-10-30T22:53:01.126	2023-10-30T22:53:35.847	2023-10-30T22:53:35.847	0.0320000000
Хата не петушиная -- это он тебя из под шконки вытащил, чтобы ты ему отсосал после записи.	“Хата не петушиная” Так петух за одним столом с Савельевым сидит - значит, оба петухи, а следовательно, хата петушиная. “это он тебя из под шконки вытащил, чтобы ты ему отсосал после записи”? Ты совсем поехал - с плюшевыми грелками для чайников разговариваешь?	Ничего себе из тебя хлещет. Ты поаккуратнее с предположениями. Или это не предположения, а твои фантазии? Даже не знаю, что подумать. Давно меня никто так не озадачивал. Минут пять ржу с твоих потуг написать остроумный коммент. Не твоё это, не твоё	лгбт	1				https://platform.toloka.ai/task/42002038/000280e676--654033cddc18ba1744e625ca	000280e676--654025af49bf6d25f0b6aa9b	000280e676--654033cddc18ba1744e625ca	000280e676--654033cddc18ba1744e625c8	9da1b49023716d3d84bb235cd1e910d1	APPROVED	2023-10-30T22:53:01.126	2023-10-30T22:53:35.847	2023-10-30T22:53:35.847	0.0320000000
Матери с оружием- смерть нации. Хохлов геноцидят тихо, в расчете на долгосрочную перспективу. Половина матерей Украины проститутки, другая половина убивает. Иудеи прекрасно понимают, что они делают. Хохол мертв, свинья роду славянского давно издохла. Жизненное пространство освобождено для хабад любавич.	жаль, что у тебя забыли спросить аналитику. Не поделишь инсайдами по количеству извилин в твоей черепной коробке	Матери с оружием- смерть нации Хуятери. В снг остались одни проститутки и рсп.	женщины	2	2			https://platform.toloka.ai/task/42002038/000280e676--654033ce2d0f5e2757305ccc	000280e676--654025a02d0f5e27572ddcc1	000280e676--654033ce2d0f5e2757305ccc	000280e676--654033ce2d0f5e2757305cca	a9d48da79ab6ff29c9fb20c2c8735273	APPROVED	2023-10-30T22:53:02.595	2023-10-30T22:53:42.641	2023-10-30T22:53:42.641	0.0320000000
второй системой виндовс и пользуются линуксом только по работе, если програмистами работают или серверомразями? Ты реально все проспал. Рабочая машина типичного современного программиста - макбук. Огромнейший вклад в оц за последние 10 лет сделали Фейсбук и Байду. Дальше продолжать смысла нет, ибо Я уже нахуй в гроб скоро лягу Привыкай к землице, и то верно.	Ну ты и экскурс в историю техобеспечения загнул! Теперь чувствую себя просвещённым и проснувшимсяЁЁЁ Про Байду, кстати, мог бы и попродолжать, вполне интересно. А в гроб лечь ещё успеешь, ещё только среда	“Привыкай к землице, и то верно”? Ты раньше сдохнешь мразь ебаная я лично в этом удостоверюсь сученыш, чтобы блядь сука больше не писал сюда, понял? Говноеб мелкий блядь, шщваль нахуй подзалупная.	другое	2				https://platform.toloka.ai/task/42002038/000280e676--654033ce2d0f5e2757305ccc	000280e676--654025af49bf6d25f0b6aaff	000280e676--654033ce2d0f5e2757305ccc	000280e676--654033ce2d0f5e2757305cca	a9d48da79ab6ff29c9fb20c2c8735273	APPROVED	2023-10-30T22:53:02.595	2023-10-30T22:53:42.641	2023-10-30T22:53:42.641	0.0320000000
Вайнахи кстати и белее всех дагестанцев - к ним готы еще во времена царя гороха поселились, а потом еще русские казаки регулярно в горы шли. На того же кадырова посмотреть - блондин с голубыми глазами, сбрить бороду и получится типичный русский ванька. Ну а даги совсем уж на какие-то горные гномы, на кого ни посмотришь.	в дагестане наоборот светлых больше, особенно среди даргинцев и аварцев, нахуй ты что-то изрыгаешь из себя, будучи несведущим?)0 представляю, кстати, какой уродец ты сам) открой лучше статистику со средним уровнем айсикью по стране Открыл, в дагестане без изменений - 89. эт кстати чуть выше у черных в америке, можете гордиться. возгордился тем, что 89 айсикью хозяева столицы рассеи	Это ещё ничего не доказывает. Я не сильно разбираюсь в истории Дагестана, но в логике твоих рассуждений не всё гладко. Впрочем, не мне осуждать предвзятость, у меня тоже не всё идеально с оценкой происходящего. Будем считать, что я примерно понял тебя, но согласиться с тобой с ходу не могу, дай подумать какое-то время. Мне кажется, мы что-то упускаем	мужчины	1				https://platform.toloka.ai/task/42002038/000280e676--654033ce2d0f5e2757305ccc	000280e676--654025af49bf6d25f0b6ab2b	000280e676--654033ce2d0f5e2757305ccc	000280e676--654033ce2d0f5e2757305cca	a9d48da79ab6ff29c9fb20c2c8735273	APPROVED	2023-10-30T22:53:02.595	2023-10-30T22:53:42.641	2023-10-30T22:53:42.641	0.0320000000
НАПИСАЛИ ПОБЕДИТЕЛИ БЛЯДЬ ФАШИЗМА	по твоему с фашизмом боролись ради процветания хохлов, хачей и евреев?	СКАЗАЛ ТУПОЙ ПИДОР	национальность	1	1			https://platform.toloka.ai/task/42002038/000280e676--654033d2dc18ba1744e6265a	000280e676--654025a02d0f5e27572ddcb1	000280e676--654033d2dc18ba1744e6265a	000280e676--654033d2dc18ba1744e62657	1d160cd5d8c5230c12be9e4f9b3b8c1a	APPROVED	2023-10-30T22:53:06.321	2023-10-30T22:54:10.484	2023-10-30T22:54:10.484	0.0290000000
человеческое мясо как наркотик, вызывает кайф и зависимость. Сколько человек ты уже съел? Я для себя интересуюсь, просто хочу разобраться.	А ты? Совсем уже ты пидор поехавший. О таком не пиздят. Ты явно пидор.	Не ел я никаких людей. О чем ты вообще говоришь? Обсуди это с кем-то другим.	другое	1				https://platform.toloka.ai/task/42002038/000280e676--654033d2dc18ba1744e6265a	000280e676--654025b149bf6d25f0b6ac30	000280e676--654033d2dc18ba1744e6265a	000280e676--654033d2dc18ba1744e62657	1d160cd5d8c5230c12be9e4f9b3b8c1a	APPROVED	2023-10-30T22:53:06.321	2023-10-30T22:54:10.484	2023-10-30T22:54:10.484	0.0290000000
второй системой виндовс и пользуются линуксом только по работе, если програмистами работают или серверомразями? Ты реально все проспал. Рабочая машина типичного современного программиста - макбук. Огромнейший вклад в оц за последние 10 лет сделали Фейсбук и Байду. Дальше продолжать смысла нет, ибо Я уже нахуй в гроб скоро лягу Привыкай к землице, и то верно.	Ну ты и экскурс в историю техобеспечения загнул! Теперь чувствую себя просвещённым и проснувшимсяЁЁЁ Про Байду, кстати, мог бы и попродолжать, вполне интересно. А в гроб лечь ещё успеешь, ещё только среда	“Привыкай к землице, и то верно”? Ты раньше сдохнешь мразь ебаная я лично в этом удостоверюсь сученыш, чтобы блядь сука больше не писал сюда, понял? Говноеб мелкий блядь, шщваль нахуй подзалупная.	другое	2				https://platform.toloka.ai/task/42002038/000280e676--654033d2dc18ba1744e6265a	000280e676--654025af49bf6d25f0b6aaff	000280e676--654033d2dc18ba1744e6265a	000280e676--654033d2dc18ba1744e62657	1d160cd5d8c5230c12be9e4f9b3b8c1a	APPROVED	2023-10-30T22:53:06.321	2023-10-30T22:54:10.484	2023-10-30T22:54:10.484	0.0290000000
?нормальное фото же, не так уж всрат он	Придурок ебаный ты всратый, а он еще больший ебанат, в 27 лет написывал телкам своим старым знакомым но так и не поебался	Ну бля смешно конечно такую фигню выкладывать, но каждый живет как хочет, так что похер.	мужчины	1				https://platform.toloka.ai/task/42002038/000280e676--654033d72d0f5e2757305d74	000280e676--654025b049bf6d25f0b6ab5d	000280e676--654033d72d0f5e2757305d74	000280e676--654033d72d0f5e2757305d72	5c13a99b4f4924075539413041487ff1	APPROVED	2023-10-30T22:53:11.406	2023-10-30T22:58:39.375	2023-10-30T22:58:39.375	0.0290000000
Из-за тебя мувач дерьмо, пидрила инцельская.	Какого хера ты обвиняешь во всем меня?	Из-за тебя мувач дерьмо, пидрила инцельская. Не из-за меня, не гони, пупа.	лгбт	2				https://platform.toloka.ai/task/42002038/000280e676--654033d72d0f5e2757305d74	000280e676--654025b049bf6d25f0b6ac0d	000280e676--654033d72d0f5e2757305d74	000280e676--654033d72d0f5e2757305d72	5c13a99b4f4924075539413041487ff1	APPROVED	2023-10-30T22:53:11.406	2023-10-30T22:58:39.375	2023-10-30T22:58:39.375	0.0290000000
ладно смотрящий ака книжный червь в ряльности ты же долбаеб неряльный который девочкам бабки кидает чтобы они пообщались с тобой ЛИБО же написывает им по кд чтобы внимание на такого долбаеба как ты обратили ты всего лишь фантомный житель мм топика 22 год на дворе а ты все сидишь и пытаешься няшку на твиче найти или вот это как ево прозвать ся смотрящем топика цель в жизни достигнута галочку поставить можно , но все же не забывай про сущность свою двуликую. которая никому не интересна бро	оу да, как же я люблю диванную аналитику. Прочитал сообщение и уже все обо мне знаешь. Поди курсик психологии закончил, да? Так вот, иди жри говно свое же пидорское со своим нахуй никому ненужным мнением	Понятно блядье а че скажешь на то что у меня хуй воняет ? Мне реально жаль тебя. Чисто в теории себя поставить в твое положение я бы себя убил либо на мефчик присел пожизненно. Брооо пора новые слова в лексикон вводить алкаш щас модное.	мужчины	1	2			https://platform.toloka.ai/task/42002038/000280e676--654033d72d0f5e2757305d74	000280e676--654025a02d0f5e27572ddca1	000280e676--654033d72d0f5e2757305d74	000280e676--654033d72d0f5e2757305d72	5c13a99b4f4924075539413041487ff1	APPROVED	2023-10-30T22:53:11.406	2023-10-30T22:58:39.375	2023-10-30T22:58:39.375	0.0290000000
Жопошник здесь только ты, мальчонка с надутой грудкой в попытке казаться большим и грозным. Ты двух разных людей отметил вообще. Лично мне абсолютно похуй на то, у кого там какая трансмиссия, пока они не начинают рассказывать, какая петушиная охуенная. Тогда лениво включаюсь в разговор, периодически постукивая ремонтозависимым запчастезаменоголовым крепчайшей головой увитого мощными венами члена по губам. Они обычно благодарят. Иногда смущаются.	Кто о чем, а пидор о хуях.	ты настуолько тупой, что спорить с тобой бесполезно	лгбт	1	1			https://platform.toloka.ai/task/42002038/000280e676--654033dedc18ba1744e627d0	000280e676--654025a02d0f5e27572ddca9	000280e676--654033dedc18ba1744e627d0	000280e676--654033dedc18ba1744e627ce	ce4295676670da4763c23e1eb17d61f1	APPROVED	2023-10-30T22:53:18.527	2023-10-30T22:54:06.583	2023-10-30T22:54:06.583	0.0320000000
Из-за тебя мувач дерьмо, пидрила инцельская.	Какого хера ты обвиняешь во всем меня?	Из-за тебя мувач дерьмо, пидрила инцельская. Не из-за меня, не гони, пупа.	лгбт	2				https://platform.toloka.ai/task/42002038/000280e676--654033dedc18ba1744e627d0	000280e676--654025b049bf6d25f0b6ac0d	000280e676--654033dedc18ba1744e627d0	000280e676--654033dedc18ba1744e627ce	ce4295676670da4763c23e1eb17d61f1	APPROVED	2023-10-30T22:53:18.527	2023-10-30T22:54:06.583	2023-10-30T22:54:06.583	0.0320000000
?нормальное фото же, не так уж всрат он	Придурок ебаный ты всратый, а он еще больший ебанат, в 27 лет написывал телкам своим старым знакомым но так и не поебался	Ну бля смешно конечно такую фигню выкладывать, но каждый живет как хочет, так что похер.	мужчины	1				https://platform.toloka.ai/task/42002038/000280e676--654033dedc18ba1744e627d0	000280e676--654025b049bf6d25f0b6ab5d	000280e676--654033dedc18ba1744e627d0	000280e676--654033dedc18ba1744e627ce	ce4295676670da4763c23e1eb17d61f1	APPROVED	2023-10-30T22:53:18.527	2023-10-30T22:54:06.583	2023-10-30T22:54:06.583	0.0320000000
Покажи этих самых няш. Может ты на трапов дрочишь. На пике няша?	Может ты на трапов дрочишь. Какая в жопу разница то? Они от баб только половыми органами отличаются.	А че ты так завелся? Поди сам очко любишь пощекотать волосатой сосиской, да хуи сосать по кругу, как шлюха подзаборная	лгбт	1				https://platform.toloka.ai/task/42002038/000280e676--654033e8edd5dc6538ed9f10	000280e676--654025b149bf6d25f0b6ac84	000280e676--654033e8edd5dc6538ed9f10	000280e676--654033e8edd5dc6538ed9f0c	8771fd19953c29184c14bcc2775c4c2a	APPROVED	2023-10-30T22:53:28.425	2023-10-30T22:55:18.917	2023-10-30T22:55:18.917	0.0320000000
